"gene_set","gene"
"branch_mixed_remodeling_branch_biased","AP2M1"
"branch_mixed_remodeling_branch_biased","TOMM5"
"branch_mixed_remodeling_branch_biased","C1orf216"
"branch_mixed_remodeling_branch_biased","ELOVL1"
"branch_mixed_remodeling_branch_biased","MMP24-AS1"
"branch_mixed_remodeling_branch_biased","CCDC85B"
"branch_mixed_remodeling_branch_biased","COX5A"
"branch_mixed_remodeling_branch_biased","GTF2H5"
"branch_mixed_remodeling_branch_biased","RALA"
"branch_mixed_remodeling_branch_biased","CTSD"
"branch_mixed_remodeling_branch_biased","FAM210B"
"branch_mixed_remodeling_branch_biased","YKT6"
"branch_mixed_remodeling_branch_biased","SEPW1"
"branch_mixed_remodeling_branch_biased","USP11"
"branch_mixed_remodeling_branch_biased","SLC52A2"
"branch_mixed_remodeling_branch_biased","SNRPC"
"branch_mixed_remodeling_branch_biased","CHID1"
"branch_mixed_remodeling_branch_biased","MSC"
"branch_mixed_remodeling_branch_biased","DNLZ"
"branch_mixed_remodeling_branch_biased","REXO2"
"branch_mixed_remodeling_branch_biased","IFI35"
"branch_mixed_remodeling_branch_biased","RAB31"
"branch_mixed_remodeling_branch_biased","PRDX5"
"branch_mixed_remodeling_branch_biased","UFD1L"
"branch_mixed_remodeling_branch_biased","ICAM3"
"branch_mixed_remodeling_branch_biased","SNHG18"
"branch_mixed_remodeling_branch_biased","PSENEN"
"branch_mixed_remodeling_branch_biased","EPN1"
"branch_mixed_remodeling_branch_biased","SH3BGRL3"
"branch_mixed_remodeling_branch_biased","SAE1"
"branch_mixed_remodeling_branch_biased","HSPA12B"
"branch_mixed_remodeling_branch_biased","NAA38"
"branch_mixed_remodeling_branch_biased","LAMTOR1"
"branch_mixed_remodeling_branch_biased","TP53TG1"
"branch_mixed_remodeling_branch_biased","SEPN1"
"branch_mixed_remodeling_branch_biased","SIGMAR1"
"branch_mixed_remodeling_branch_biased","DEF8"
"branch_mixed_remodeling_branch_biased","CCDC8"
"branch_mixed_remodeling_branch_biased","GSTK1"
"branch_mixed_remodeling_branch_biased","NFE2L1"
"branch_mixed_remodeling_branch_biased","PDIA4"
"branch_mixed_remodeling_branch_biased","CAP1"
"branch_mixed_remodeling_branch_biased","ABHD14A"
"branch_mixed_remodeling_branch_biased","PLGRKT"
"branch_mixed_remodeling_branch_biased","SERP1"
"branch_mixed_remodeling_branch_biased","FAAP20"
"branch_mixed_remodeling_branch_biased","PPP4C"
"branch_mixed_remodeling_branch_biased","ITGB5"
"branch_mixed_remodeling_branch_biased","PDZD11"
"branch_mixed_remodeling_branch_biased","TADA3"
"branch_mixed_remodeling_branch_biased","MZT2A"
"branch_mixed_remodeling_branch_biased","HSPB6"
"branch_mixed_remodeling_branch_biased","C19orf70"
"branch_mixed_remodeling_branch_biased","PPP1CA"
"branch_mixed_remodeling_branch_biased","TMEM54"
"branch_mixed_remodeling_branch_biased","SSR2"
"branch_mixed_remodeling_branch_biased","SPHK1"
"branch_mixed_remodeling_branch_biased","LY6E"
"branch_mixed_remodeling_branch_biased","PRSS23"
"branch_mixed_remodeling_branch_biased","C17orf89"
"branch_mixed_remodeling_branch_biased","GSDMD"
"branch_mixed_remodeling_branch_biased","PRKCSH"
"branch_mixed_remodeling_branch_biased","FBXW5"
"branch_mixed_remodeling_branch_biased","DDRGK1"
"branch_mixed_remodeling_branch_biased","CTC-479C5.12"
"branch_mixed_remodeling_branch_biased","ANAPC11"
"branch_mixed_remodeling_branch_biased","MAN1B1"
"branch_mixed_remodeling_branch_biased","NDUFA6"
"branch_mixed_remodeling_branch_biased","GPX1"
"branch_mixed_remodeling_branch_biased","MICAL2"
"branch_mixed_remodeling_branch_biased","TAPBP"
"branch_mixed_remodeling_branch_biased","TMED9"
"branch_mixed_remodeling_branch_biased","TP53I13"
"branch_mixed_remodeling_branch_biased","SEC61G"
"branch_mixed_remodeling_branch_biased","ARPC2"
"branch_mixed_remodeling_branch_biased","NCS1"
"branch_mixed_remodeling_branch_biased","GMPPB"
"branch_mixed_remodeling_branch_biased","TMEM45A"
"branch_mixed_remodeling_branch_biased","FAM109B"
"branch_mixed_remodeling_branch_biased","G6PC3"
"branch_mixed_remodeling_branch_biased","ARF5"
"branch_mixed_remodeling_branch_biased","MGAT1"
"branch_mixed_remodeling_branch_biased","ATP5G1"
"branch_mixed_remodeling_branch_biased","PPP1R9B"
"branch_mixed_remodeling_branch_biased","SHISA4"
"branch_mixed_remodeling_branch_biased","COLGALT1"
"branch_mixed_remodeling_branch_biased","IGF2"
"branch_mixed_remodeling_branch_biased","CLDN4"
"branch_mixed_remodeling_branch_biased","EIF5A"
"branch_mixed_remodeling_branch_biased","TGFB1I1"
"branch_mixed_remodeling_branch_biased","ORAI2"
"branch_mixed_remodeling_branch_biased","WIPI1"
"branch_mixed_remodeling_branch_biased","SNRNP25"
"branch_mixed_remodeling_branch_biased","UQCR11"
"branch_mixed_remodeling_branch_biased","NAGLU"
"branch_mixed_remodeling_branch_biased","UBXN6"
"branch_mixed_remodeling_branch_biased","SCP2"
"branch_mixed_remodeling_branch_biased","IKBIP"
"branch_mixed_remodeling_branch_biased","COPS7A"
"branch_mixed_remodeling_branch_biased","WBP5"
"branch_mixed_remodeling_branch_biased","VAT1"
"branch_mixed_remodeling_branch_biased","PEA15"
"branch_mixed_remodeling_branch_biased","TXN2"
"branch_mixed_remodeling_branch_biased","TBC1D1"
"branch_mixed_remodeling_branch_biased","NDUFB3"
"branch_mixed_remodeling_branch_biased","SLC39A7"
"branch_mixed_remodeling_branch_biased","KIAA2013"
"branch_mixed_remodeling_branch_biased","CLPP"
"branch_mixed_remodeling_branch_biased","HMOX2"
"branch_mixed_remodeling_branch_biased","GPC1"
"branch_mixed_remodeling_branch_biased","PRADC1"
"branch_mixed_remodeling_branch_biased","GUK1"
"branch_mixed_remodeling_branch_biased","CHD3"
"branch_mixed_remodeling_branch_biased","NDUFA3"
"branch_mixed_remodeling_branch_biased","PSMB8"
"branch_mixed_remodeling_branch_biased","MIF"
"branch_mixed_remodeling_branch_biased","GOLGA3"
"branch_mixed_remodeling_branch_biased","ST6GALNAC6"
"branch_mixed_remodeling_branch_biased","THOC6"
"branch_mixed_remodeling_branch_biased","GNG5"
"branch_mixed_remodeling_branch_biased","BAD"
"branch_mixed_remodeling_branch_biased","TIMM8B"
"branch_mixed_remodeling_branch_biased","CRELD2"
"branch_mixed_remodeling_branch_biased","CALR"
"branch_mixed_remodeling_branch_biased","C11orf68"
"branch_mixed_remodeling_branch_biased","C19orf24"
"branch_mixed_remodeling_branch_biased","NUTF2"
"branch_mixed_remodeling_branch_biased","UROS"
"branch_mixed_remodeling_branch_biased","CALM3"
"branch_mixed_remodeling_branch_biased","CCDC124"
"branch_mixed_remodeling_branch_biased","NDUFB2"
"branch_mixed_remodeling_branch_biased","GRINA"
"branch_mixed_remodeling_branch_biased","FAM177A1"
"branch_mixed_remodeling_branch_biased","GIPC1"
"branch_mixed_remodeling_branch_biased","SRPX2"
"branch_mixed_remodeling_branch_biased","ECHS1"
"branch_mixed_remodeling_branch_biased","FAM234A"
"branch_mixed_remodeling_branch_biased","TWF2"
"branch_mixed_remodeling_branch_biased","ITGA5"
"branch_mixed_remodeling_branch_biased","TMEM208"
"branch_mixed_remodeling_branch_biased","BUD31"
"branch_mixed_remodeling_branch_biased","CCDC167"
"branch_mixed_remodeling_branch_biased","SCARF2"
"branch_mixed_remodeling_branch_biased","SPINT2"
"branch_mixed_remodeling_branch_biased","BRI3"
"branch_mixed_remodeling_branch_biased","RP11-196G11.1"
"branch_mixed_remodeling_branch_biased","LRPAP1"
"branch_mixed_remodeling_branch_biased","FBLIM1"
"branch_mixed_remodeling_branch_biased","RNASEH2C"
"branch_mixed_remodeling_branch_biased","TXNL4A"
"branch_mixed_remodeling_branch_biased","GTF3C6"
"branch_mixed_remodeling_branch_biased","AKT1S1"
"branch_mixed_remodeling_branch_biased","SH3GL1"
"branch_mixed_remodeling_branch_biased","QSOX1"
"branch_mixed_remodeling_branch_biased","TXLNA"
"branch_mixed_remodeling_branch_biased","FAM229B"
"branch_mixed_remodeling_branch_biased","C12orf75"
"branch_mixed_remodeling_branch_biased","SRM"
"branch_mixed_remodeling_branch_biased","PPDPF"
"branch_mixed_remodeling_branch_biased","PRKCDBP"
"branch_mixed_remodeling_branch_biased","GTF3A"
"branch_mixed_remodeling_branch_biased","RP11-282O18.3"
"branch_mixed_remodeling_branch_biased","TRAPPC1"
"branch_mixed_remodeling_branch_biased","RHOC"
"branch_mixed_remodeling_branch_biased","IMPDH1"
"branch_mixed_remodeling_branch_biased","YIF1B"
"branch_mixed_remodeling_branch_biased","MED8"
"branch_mixed_remodeling_branch_biased","UQCC2"
"branch_mixed_remodeling_branch_biased","CD276"
"branch_mixed_remodeling_branch_biased","GLMP"
"branch_mixed_remodeling_branch_biased","ZNHIT1"
"branch_mixed_remodeling_branch_biased","EIF4G1"
"branch_mixed_remodeling_branch_biased","UQCRQ"
"branch_mixed_remodeling_branch_biased","COPA"
"branch_mixed_remodeling_branch_biased","CD63"
"branch_mixed_remodeling_branch_biased","ARPC4"
"branch_mixed_remodeling_branch_biased","ATP6V0D1"
"branch_mixed_remodeling_branch_biased","ARPC1A"
"branch_mixed_remodeling_branch_biased","A2M"
"branch_mixed_remodeling_branch_biased","CDK2AP1"
"branch_mixed_remodeling_branch_biased","HAPLN3"
"branch_mixed_remodeling_branch_biased","TPM2"
"branch_mixed_remodeling_branch_biased","ACTB"
"branch_mixed_remodeling_branch_biased","LINC01615"
"branch_mixed_remodeling_branch_biased","SLC39A13"
"branch_mixed_remodeling_branch_biased","NANS"
"branch_mixed_remodeling_branch_biased","GAA"
"branch_mixed_remodeling_branch_biased","PLAUR"
"branch_mixed_remodeling_branch_biased","GPI"
"branch_mixed_remodeling_branch_biased","AGTRAP"
"branch_mixed_remodeling_branch_biased","HOMER3"
"branch_mixed_remodeling_branch_biased","NAA10"
"branch_mixed_remodeling_branch_biased","COPZ1"
"branch_mixed_remodeling_branch_biased","NRBP1"
"branch_mixed_remodeling_branch_biased","NPTX2"
"branch_mixed_remodeling_branch_biased","TMEM147"
"branch_mixed_remodeling_branch_biased","XBP1"
"branch_mixed_remodeling_branch_biased","FIBP"
"branch_mixed_remodeling_branch_biased","ETHE1"
"branch_mixed_remodeling_branch_biased","CDC42EP5"
"branch_mixed_remodeling_branch_biased","ZYX"
"branch_mixed_remodeling_branch_biased","MAP7D1"
"branch_mixed_remodeling_branch_biased","FHL3"
"branch_mixed_remodeling_branch_biased","PGLS"
"branch_mixed_remodeling_branch_biased","NME1"
"branch_mixed_remodeling_branch_biased","LMF2"
"branch_mixed_remodeling_branch_biased","DPM2"
"branch_mixed_remodeling_branch_biased","VTI1B"
"branch_mixed_remodeling_branch_biased","TRAPPC2L"
"branch_mixed_remodeling_branch_biased","CNN2"
"branch_mixed_remodeling_branch_biased","DYNLT1"
"branch_mixed_remodeling_branch_biased","POMP"
"branch_mixed_remodeling_branch_biased","MFAP2"
"branch_mixed_remodeling_branch_biased","FAM195B"
"branch_mixed_remodeling_branch_biased","COMMD5"
"branch_mixed_remodeling_branch_biased","P4HA3"
"branch_mixed_remodeling_branch_biased","UBE2L6"
"branch_mixed_remodeling_branch_biased","SURF4"
"branch_mixed_remodeling_branch_biased","TP53I3"
"branch_mixed_remodeling_branch_biased","SRPRB"
"branch_mixed_remodeling_branch_biased","SHISA5"
"branch_mixed_remodeling_branch_biased","AC024592.12"
"branch_mixed_remodeling_branch_biased","TMEM261"
"branch_mixed_remodeling_branch_biased","JTB"
"branch_mixed_remodeling_branch_biased","NSMCE1"
"branch_mixed_remodeling_branch_biased","EIF4E2"
"branch_mixed_remodeling_branch_biased","LUM"
"branch_mixed_remodeling_branch_biased","PGM1"
"branch_mixed_remodeling_branch_biased","PFN1"
"branch_mixed_remodeling_branch_biased","HN1"
"branch_mixed_remodeling_branch_biased","SNF8"
"branch_mixed_remodeling_branch_biased","MPG"
"branch_mixed_remodeling_branch_biased","SWI5"
"branch_mixed_remodeling_branch_biased","FAM89B"
"branch_mixed_remodeling_branch_biased","A1BG"
"branch_mixed_remodeling_branch_biased","HES4"
"branch_mixed_remodeling_branch_biased","SSR4"
"branch_mixed_remodeling_branch_biased","PGAM1"
"branch_mixed_remodeling_branch_biased","LRRC59"
"branch_mixed_remodeling_branch_biased","TAF10"
"branch_mixed_remodeling_branch_biased","GPAA1"
"branch_mixed_remodeling_branch_biased","DBN1"
"branch_mixed_remodeling_branch_biased","NDUFS8"
"branch_mixed_remodeling_branch_biased","EIF4EBP1"
"branch_mixed_remodeling_branch_biased","OSTC"
"branch_mixed_remodeling_branch_biased","COPE"
"branch_mixed_remodeling_branch_biased","FAM50A"
"branch_mixed_remodeling_branch_biased","CNN3"
"branch_mixed_remodeling_branch_biased","C9orf16"
"branch_mixed_remodeling_branch_biased","CIB1"
"branch_mixed_remodeling_branch_biased","SLC27A4"
"branch_mixed_remodeling_branch_biased","JOSD2"
"branch_mixed_remodeling_branch_biased","UCHL1"
"branch_mixed_remodeling_branch_biased","CKLF"
"branch_mixed_remodeling_branch_biased","LAMTOR2"
"branch_mixed_remodeling_branch_biased","RRBP1"
"branch_mixed_remodeling_branch_biased","NUCB1"
"branch_mixed_remodeling_branch_biased","SSR3"
"branch_mixed_remodeling_branch_biased","TMSB4X"
"branch_mixed_remodeling_branch_biased","YIF1A"
"branch_mixed_remodeling_branch_biased","IFI6"
"branch_mixed_remodeling_branch_biased","C7orf50"
"branch_mixed_remodeling_branch_biased","FTL"
"branch_mixed_remodeling_branch_biased","SRA1"
"branch_mixed_remodeling_branch_biased","RP11-417E7.2"
"branch_mixed_remodeling_branch_biased","LGALS1"
"branch_mixed_remodeling_branch_biased","C4orf48"
"branch_mixed_remodeling_branch_biased","IFT20"
"branch_mixed_remodeling_branch_biased","NME1-NME2"
"branch_mixed_remodeling_branch_biased","TNFAIP6"
"branch_mixed_remodeling_branch_biased","GPX7"
"branch_mixed_remodeling_branch_biased","PRAF2"
"branch_mixed_remodeling_branch_biased","METRN"
"branch_mixed_remodeling_branch_biased","AP2S1"
"branch_mixed_remodeling_branch_biased","BGN"
"branch_mixed_remodeling_branch_biased","ISOC2"
"branch_mixed_remodeling_branch_biased","OST4"
"branch_mixed_remodeling_branch_biased","AC005943.2"
"branch_ecm_dominant_branch_biased","CPE"
"branch_ecm_dominant_branch_biased","SOX18"
"branch_ecm_dominant_branch_biased","PLXNA2"
"branch_ecm_dominant_branch_biased","PDGFD"
"branch_ecm_dominant_branch_biased","KLF7"
"branch_ecm_dominant_branch_biased","CLIP1"
"branch_ecm_dominant_branch_biased","TIAM2"
"branch_ecm_dominant_branch_biased","DLG1"
"branch_ecm_dominant_branch_biased","PTPRD"
"branch_ecm_dominant_branch_biased","TMEM120B"
"branch_ecm_dominant_branch_biased","PRICKLE1"
"branch_ecm_dominant_branch_biased","GPC6"
"branch_ecm_dominant_branch_biased","TANC2"
"branch_ecm_dominant_branch_biased","PDZRN4"
"branch_ecm_dominant_branch_biased","TENM3"
"branch_ecm_dominant_branch_biased","APBB2"
"branch_common_decreasing","LAMC3"
"branch_common_decreasing","SEMA3G"
"branch_common_decreasing","IGFBP3"
"branch_common_decreasing","ALX4"
"branch_common_decreasing","COL23A1"
"branch_common_decreasing","TFAP2A"
"branch_common_decreasing","TCF4"
"branch_common_decreasing","BMP7"
"branch_common_decreasing","BMP4"
"branch_common_decreasing","SLC5A3"
"branch_common_decreasing","GADD45G"
"branch_common_decreasing","SERPINE2"
"branch_common_decreasing","INHBB"
"branch_common_decreasing","PRLR"
"branch_common_decreasing","TRPS1"
"branch_common_decreasing","TIMP3"
"branch_common_decreasing","PRDM1"
"branch_common_decreasing","PTCH1"
"branch_common_decreasing","APCDD1"
"branch_common_decreasing","DAAM2"
"branch_common_decreasing","INHBA"
"branch_common_decreasing","BCL2"
"branch_common_decreasing","CENPW"
"branch_common_decreasing","CEBPA"
"branch_common_decreasing","IGFBP2"
"branch_common_decreasing","CRABP1"
"branch_common_decreasing","DKK2"
"branch_common_decreasing","PHLDA1"
"branch_common_decreasing","DIO2"
"branch_common_decreasing","MYLIP"
"branch_common_decreasing","LUZP2"
"branch_common_decreasing","PGM2L1"
"branch_common_decreasing","TNN"
"branch_common_decreasing","F2R"
"branch_common_decreasing","TWIST1"
