"gene","raw_cluster","dynamic_module","peak_bin","trough_bin","spearman_rho","q_value","expressed_fraction","mean_expression","direction"
"APOBEC3C","1","D2_late_increasing","26","7","0.248819878178102","2.73458355333744e-16","0.227102803738318","0.126824765046679","increases_with_pseudotime"
"PSMB3","1","D2_late_increasing","26","3","0.248926460689885","2.65526896186182e-16","0.480373831775701","0.378306851479076","increases_with_pseudotime"
"C1orf54","1","D2_late_increasing","26","1","0.248932048153594","2.65415060894413e-16","0.148598130841122","0.0812953594817319","increases_with_pseudotime"
"FAM57A","1","D2_late_increasing","27","3","0.248939625924771","2.65151955095673e-16","0.142990654205607","0.0671433774484389","increases_with_pseudotime"
"NUDT2","1","D2_late_increasing","27","1","0.249243298597579","2.4356007146158e-16","0.160747663551402","0.0773497016144823","increases_with_pseudotime"
"AP2M1","1","D2_late_increasing","28","1","0.249288125641827","2.4072479212636e-16","0.463551401869159","0.371655817277657","increases_with_pseudotime"
"MYO18A","1","D2_late_increasing","30","1","0.249318161808641","2.389372930377e-16","0.167289719626168","0.0939577556925837","increases_with_pseudotime"
"TOMM5","1","D2_late_increasing","28","4","0.249401482698282","2.33552772702255e-16","0.339252336448598","0.233851856573819","increases_with_pseudotime"
"C1orf216","1","D2_late_increasing","27","2","0.249445653109719","2.30876539140799e-16","0.129906542056075","0.0610670189971752","increases_with_pseudotime"
"ELOVL1","1","D2_late_increasing","27","7","0.249461824789226","2.30078662995872e-16","0.183177570093458","0.0965431288619211","increases_with_pseudotime"
"MMP24-AS1","1","D2_late_increasing","28","4","0.249844111099783","2.06319506434404e-16","0.358878504672897","0.240736284608667","increases_with_pseudotime"
"CCDC85B","1","D2_late_increasing","27","8","0.249987160882403","1.98213145098893e-16","0.42803738317757","0.320356827891901","increases_with_pseudotime"
"COX5A","1","D2_late_increasing","27","8","0.250493189476936","1.7145196927047e-16","0.367289719626168","0.261056497752235","increases_with_pseudotime"
"GTF2H5","1","D2_late_increasing","27","5","0.250584450408097","1.67184106830875e-16","0.266355140186916","0.156053908411694","increases_with_pseudotime"
"RALA","1","D2_late_increasing","28","3","0.250720338261779","1.60927810593026e-16","0.246728971962617","0.145858766012659","increases_with_pseudotime"
"CTSD","1","D2_late_increasing","28","5","0.250788130628242","1.5798875074958e-16","0.451401869158878","0.346467452725324","increases_with_pseudotime"
"FAM210B","1","D2_late_increasing","24","2","0.251001773329534","1.48681892763837e-16","0.177570093457944","0.0828783657415397","increases_with_pseudotime"
"YKT6","1","D2_late_increasing","28","10","0.251008133200131","1.48587185520233e-16","0.247663551401869","0.153510765283","increases_with_pseudotime"
"RP11-492E3.51","1","D2_late_increasing","28","4","0.251024229797699","1.48074061451998e-16","0.219626168224299","0.142261889508288","increases_with_pseudotime"
"SEPW1","1","D2_late_increasing","27","3","0.251230742762061","1.39631555507446e-16","0.645794392523364","0.713165330974941","increases_with_pseudotime"
"PTPRD","1","D2_late_increasing","29","2","0.251261721012127","1.38549300083035e-16","0.114953271028037","0.071589533220041","increases_with_pseudotime"
"USP11","1","D2_late_increasing","27","4","0.251429533853272","1.32119257941607e-16","0.241121495327103","0.144568677305992","increases_with_pseudotime"
"IFNGR2","1","D2_late_increasing","28","7","0.251587396144287","1.26348258061708e-16","0.265420560747664","0.154538338981477","increases_with_pseudotime"
"SLC52A2","1","D2_late_increasing","28","4","0.251667297029188","1.23596872713201e-16","0.152336448598131","0.0795900360878707","increases_with_pseudotime"
"CFH","1","D2_late_increasing","28","3","0.251954220582671","1.13834656919405e-16","0.438317757009346","0.405783744350328","increases_with_pseudotime"
"PRKAR2A","1","D2_late_increasing","28","5","0.251992211726701","1.12857122737015e-16","0.24392523364486","0.156430970002311","increases_with_pseudotime"
"SNRPC","1","D2_late_increasing","28","6","0.252417128793679","1.00075610884827e-16","0.296261682242991","0.178768957707657","increases_with_pseudotime"
"CHID1","1","D2_late_increasing","27","8","0.252483869759389","9.8265771829303e-17","0.306542056074766","0.181477841273001","increases_with_pseudotime"
"MSC","1","D2_late_increasing","28","1","0.252902375423318","8.7171150143394e-17","0.11588785046729","0.0514392916900648","increases_with_pseudotime"
"DNLZ","1","D2_late_increasing","26","5","0.252917490446208","8.68936014846858e-17","0.300934579439252","0.196294269916195","increases_with_pseudotime"
"REXO2","1","D2_late_increasing","28","5","0.252962142820877","8.58720266157526e-17","0.251401869158879","0.145045058509103","increases_with_pseudotime"
"IFI35","1","D2_late_increasing","27","1","0.252992844332352","8.52094045750154e-17","0.177570093457944","0.0919221556650313","increases_with_pseudotime"
"RAB31","1","D2_late_increasing","28","1","0.25300172778616","8.50933190356835e-17","0.491588785046729","0.425107170457772","increases_with_pseudotime"
"PRDX5","1","D2_late_increasing","27","30","0.25341548555998","7.54778699121758e-17","0.585046728971963","0.591737788091852","increases_with_pseudotime"
"UFD1L","1","D2_late_increasing","27","7","0.253507140863569","7.35681378022199e-17","0.229906542056075","0.117408893224691","increases_with_pseudotime"
"ICAM3","1","D2_late_increasing","27","1","0.253631815718068","7.10149291274591e-17","0.106542056074766","0.0513631441084627","increases_with_pseudotime"
"SNHG18","1","D2_late_increasing","26","6","0.253897035254786","6.57781425743586e-17","0.205607476635514","0.117583240098878","increases_with_pseudotime"
"PSENEN","1","D2_late_increasing","26","30","0.253984948373815","6.41810177041978e-17","0.275700934579439","0.168482850129593","increases_with_pseudotime"
"SEC31A","1","D2_late_increasing","27","7","0.254017022056993","6.36582178899421e-17","0.448598130841121","0.339968482361151","increases_with_pseudotime"
"EPN1","1","D2_late_increasing","28","8","0.25406012760801","6.29353204834645e-17","0.269158878504673","0.166601686256632","increases_with_pseudotime"
"SH3BGRL3","1","D2_late_increasing","27","30","0.254226816191377","6.00003046353234e-17","0.64392523364486","0.788070677242884","increases_with_pseudotime"
"SAE1","1","D2_late_increasing","27","4","0.254257928237854","5.95280795973083e-17","0.192523364485981","0.101700035704563","increases_with_pseudotime"
"HSPA12B","1","D2_late_increasing","28","4","0.254518563249919","5.52015807497385e-17","0.141121495327103","0.0736052119890489","increases_with_pseudotime"
"NAA38","1","D2_late_increasing","27","8","0.254607190178158","5.38466560497747e-17","0.477570093457944","0.405719609421976","increases_with_pseudotime"
"CLEC2A","1","D2_late_increasing","28","3","0.254931988918858","4.89913437557767e-17","0.116822429906542","0.0571776537816017","increases_with_pseudotime"
"SEC23A","1","D2_late_increasing","29","1","0.254972250717624","4.84736568402613e-17","0.173831775700935","0.0985033434537736","increases_with_pseudotime"
"TENM4","1","D2_late_increasing","30","6","0.255161697169637","4.58950053650299e-17","0.217757009345794","0.166407876251126","increases_with_pseudotime"
"CILP","1","D2_late_increasing","18","1","0.255411479541888","4.26835225343666e-17","0.150467289719626","0.103864590103531","increases_with_pseudotime"
"CCL2","1","D2_late_increasing","26","1","0.255507031586808","4.15467645067997e-17","0.173831775700935","0.136971454181","increases_with_pseudotime"
"LAMTOR1","1","D2_late_increasing","27","4","0.255557653383734","4.0980997302221e-17","0.442056074766355","0.328395564231692","increases_with_pseudotime"
"TP53TG1","1","D2_late_increasing","28","4","0.255569027073512","4.08949801104111e-17","0.201869158878505","0.10185628669782","increases_with_pseudotime"
"SEPN1","1","D2_late_increasing","25","7","0.255605611305209","4.05059471395799e-17","0.270093457943925","0.163603293225675","increases_with_pseudotime"
"BRE","1","D2_late_increasing","28","3","0.255622211223627","4.03585688448779e-17","0.292523364485981","0.217481341188084","increases_with_pseudotime"
"SIGMAR1","1","D2_late_increasing","27","7","0.255913318359971","3.70726504944145e-17","0.218691588785047","0.120615347433354","increases_with_pseudotime"
"DEF8","1","D2_late_increasing","26","4","0.256021431452489","3.59493455460951e-17","0.142056074766355","0.0689102525983423","increases_with_pseudotime"
"CXCL12","1","D2_late_increasing","13","3","0.256051356516365","3.56771922597717e-17","0.327102803738318","0.27264902957184","increases_with_pseudotime"
"CCDC8","1","D2_late_increasing","27","12","0.25695030367122","2.73863541079207e-17","0.238317757009346","0.142124709233506","increases_with_pseudotime"
"MRPL27","1","D2_late_increasing","27","8","0.257058760161831","2.65501612633176e-17","0.282242990654206","0.170874742421028","increases_with_pseudotime"
"GSTK1","1","D2_late_increasing","27","3","0.257210697423445","2.54078832933919e-17","0.305607476635514","0.182724774135004","increases_with_pseudotime"
"NFE2L1","1","D2_late_increasing","28","5","0.257291474661055","2.48353381131567e-17","0.288785046728972","0.180731616806255","increases_with_pseudotime"
"PDIA4","1","D2_late_increasing","28","8","0.257308559398127","2.47408687598335e-17","0.344859813084112","0.220738153097236","increases_with_pseudotime"
"CAP1","1","D2_late_increasing","27","8","0.257508644285848","2.33377817103969e-17","0.346728971962617","0.219714307799905","increases_with_pseudotime"
"ABHD14A","1","D2_late_increasing","23","4","0.257566746400963","2.29661690847994e-17","0.173831775700935","0.080488615402984","increases_with_pseudotime"
"PLGRKT","1","D2_late_increasing","27","3","0.257616869648669","2.26542995998131e-17","0.131775700934579","0.0614526656151822","increases_with_pseudotime"
"SERP1","1","D2_late_increasing","27","30","0.257645042828255","2.24935384623919e-17","0.424299065420561","0.31125214132498","increases_with_pseudotime"
"FAAP20","1","D2_late_increasing","27","4","0.257675231058388","2.23574501913315e-17","0.357009345794393","0.248643442383987","increases_with_pseudotime"
"PPP4C","1","D2_late_increasing","28","4","0.257697314406668","2.22599881614306e-17","0.25607476635514","0.144611407326281","increases_with_pseudotime"
"NRN1","1","D2_late_increasing","28","3","0.257750335541402","2.19387474479011e-17","0.172897196261682","0.0839637524840523","increases_with_pseudotime"
"ITGB5","1","D2_late_increasing","28","6","0.257776275192053","2.1797713210686e-17","0.565420560747664","0.527681808126068","increases_with_pseudotime"
"PDZD11","1","D2_late_increasing","27","2","0.258177557019027","1.93587906285675e-17","0.12803738317757","0.0579862469961634","increases_with_pseudotime"
"CLTB","1","D2_late_increasing","28","4","0.258191861506922","1.93012114350408e-17","0.477570093457944","0.374476459090732","increases_with_pseudotime"
"TADA3","1","D2_late_increasing","28","4","0.258441450676897","1.79583336219298e-17","0.220560747663551","0.129946100545377","increases_with_pseudotime"
"MZT2A","1","D2_late_increasing","27","5","0.259148271484087","1.45650588692896e-17","0.365420560747664","0.25299375312055","increases_with_pseudotime"
"PTGIS","1","D2_late_increasing","18","2","0.259152685017682","1.4564821218936e-17","0.227102803738318","0.148407422485674","increases_with_pseudotime"
"FGGY","1","D2_late_increasing","28","2","0.259247352157104","1.417487687599e-17","0.106542056074766","0.0536254648972469","increases_with_pseudotime"
"HSPB6","1","D2_late_increasing","22","6","0.259254824204594","1.41616606998311e-17","0.24392523364486","0.14728964613784","increases_with_pseudotime"
"C19orf70","1","D2_late_increasing","28","30","0.25941898690213","1.34973029257579e-17","0.450467289719626","0.350438031058812","increases_with_pseudotime"
"PPP1CA","1","D2_late_increasing","27","4","0.259467485939582","1.33193289634436e-17","0.308411214953271","0.188058212839006","increases_with_pseudotime"
"TMEM54","1","D2_late_increasing","27","5","0.259483853200921","1.32713838778237e-17","0.197196261682243","0.105733698022082","increases_with_pseudotime"
"SSR2","1","D2_late_increasing","28","30","0.259781443683086","1.21660968025441e-17","0.58785046728972","0.599943449716662","increases_with_pseudotime"
"SPHK1","1","D2_late_increasing","27","1","0.259829003931472","1.20248095779021e-17","0.118691588785047","0.0575454313375838","increases_with_pseudotime"
"LY6E","1","D2_late_increasing","26","30","0.259950161836961","1.160899612618e-17","0.570093457943925","0.575967334295959","increases_with_pseudotime"
"TMEM120B","1","D2_late_increasing","29","2","0.260042497059365","1.13052274986059e-17","0.119626168224299","0.0672863265877829","increases_with_pseudotime"
"PRSS23","1","D2_late_increasing","28","10","0.260049747170382","1.12955533256411e-17","0.454205607476636","0.474640096086788","increases_with_pseudotime"
"DCN","1","D2_late_increasing","28","3","0.260135633506394","1.10213193969557e-17","0.814953271028037","1.69204182190919","increases_with_pseudotime"
"C17orf89","1","D2_late_increasing","27","30","0.260159634303655","1.09563972727159e-17","0.424299065420561","0.32360467344948","increases_with_pseudotime"
"GSDMD","1","D2_late_increasing","26","3","0.26018550880406","1.08857114622848e-17","0.21214953271028","0.115597091161977","increases_with_pseudotime"
"NFATC2","1","D2_late_increasing","20","1","0.260323718467168","1.04548387963164e-17","0.117757009345794","0.0962110809819653","increases_with_pseudotime"
"PRKCSH","1","D2_late_increasing","28","6","0.260378051362942","1.02984687645129e-17","0.385046728971963","0.266225490421505","increases_with_pseudotime"
"CENPP","1","D2_late_increasing","27","4","0.260479584112755","1.00142114509013e-17","0.24018691588785","0.157924140086862","increases_with_pseudotime"
"FBXW5","1","D2_late_increasing","28","8","0.260647927006547","9.53016294901421e-18","0.214953271028037","0.117803384088328","increases_with_pseudotime"
"DDRGK1","1","D2_late_increasing","28","7","0.260775636639268","9.18139073035214e-18","0.225233644859813","0.119401702621307","increases_with_pseudotime"
"CTC-479C5.12","1","D2_late_increasing","27","30","0.260913806528283","8.81724500005887e-18","0.25607476635514","0.147619011815254","increases_with_pseudotime"
"ANAPC11","1","D2_late_increasing","28","30","0.260929078826987","8.78843047357733e-18","0.491588785046729","0.408554624686592","increases_with_pseudotime"
"MAN1B1","1","D2_late_increasing","26","3","0.260970474486619","8.69070562883824e-18","0.283177570093458","0.171974490241259","increases_with_pseudotime"
"NDUFA6","1","D2_late_increasing","28","8","0.261140936801354","8.26450769290839e-18","0.42803738317757","0.327299114276116","increases_with_pseudotime"
"GPX1","1","D2_late_increasing","27","30","0.261357853971444","7.74897708669988e-18","0.565420560747664","0.576539636633158","increases_with_pseudotime"
"MICAL2","1","D2_late_increasing","27","12","0.261379329677625","7.70912163104581e-18","0.121495327102804","0.0714986316933193","increases_with_pseudotime"
"TAPBP","1","D2_late_increasing","26","8","0.261455026625106","7.54433875268249e-18","0.303738317757009","0.195447233906647","increases_with_pseudotime"
"TMED9","1","D2_late_increasing","27","8","0.261462963422974","7.53644409310575e-18","0.471028037383178","0.389222497938063","increases_with_pseudotime"
"MRPL36","1","D2_late_increasing","27","30","0.261657173511284","7.12435788607173e-18","0.250467289719626","0.145241268659054","increases_with_pseudotime"
"FUCA2","1","D2_late_increasing","28","4","0.261701940973707","7.03775296709168e-18","0.214953271028037","0.111375216678475","increases_with_pseudotime"
"TP53I13","1","D2_late_increasing","27","7","0.261897679107626","6.64040871750155e-18","0.306542056074766","0.196505671429619","increases_with_pseudotime"
"IFI16","1","D2_late_increasing","28","6","0.261950568977659","6.54343759200461e-18","0.354205607476635","0.260983770544467","increases_with_pseudotime"
"SEC61G","1","D2_late_increasing","27","30","0.262105358885763","6.25104764130576e-18","0.549532710280374","0.527941155831898","increases_with_pseudotime"
"ARPC2","1","D2_late_increasing","27","2","0.262120130836118","6.23157097149163e-18","0.571028037383178","0.55210740062664","increases_with_pseudotime"
"NCS1","1","D2_late_increasing","28","1","0.262131929258662","6.21778915311369e-18","0.165420560747664","0.085019571061804","increases_with_pseudotime"
"GMPPB","1","D2_late_increasing","27","3","0.262198699644975","6.10110328797536e-18","0.107476635514019","0.0459721569489242","increases_with_pseudotime"
"TMEM45A","1","D2_late_increasing","28","7","0.262328466723966","5.87282397194316e-18","0.361682242990654","0.243156910487326","increases_with_pseudotime"
"FAM109B","1","D2_late_increasing","27","2","0.262524287809012","5.5479721834514e-18","0.11588785046729","0.0554887107330717","increases_with_pseudotime"
"G6PC3","1","D2_late_increasing","27","4","0.262882788310698","4.99394775550406e-18","0.193457943925234","0.0996093634264641","increases_with_pseudotime"
"ARF5","1","D2_late_increasing","27","7","0.262969472953643","4.87026348982286e-18","0.477570093457944","0.388303180225183","increases_with_pseudotime"
"MGAT1","1","D2_late_increasing","27","8","0.263354530044291","4.34156937981318e-18","0.378504672897196","0.254650163598086","increases_with_pseudotime"
"ATP5G1","1","D2_late_increasing","28","8","0.263857190298792","3.72733169231611e-18","0.404672897196262","0.294357370015116","increases_with_pseudotime"
"PPP1R9B","1","D2_late_increasing","27","9","0.264099029037532","3.46568711040358e-18","0.195327102803738","0.104887715925906","increases_with_pseudotime"
"SH3GLB1","1","D2_late_increasing","28","4","0.264131403605603","3.43623406903896e-18","0.25981308411215","0.155303266499582","increases_with_pseudotime"
"SHISA4","1","D2_late_increasing","27","4","0.264195243244198","3.37695406361297e-18","0.155140186915888","0.0743920006472691","increases_with_pseudotime"
"PALM","1","D2_late_increasing","17","2","0.264280215383339","3.29663407784464e-18","0.17196261682243","0.101493105490241","increases_with_pseudotime"
"COLGALT1","1","D2_late_increasing","28","4","0.264380034950074","3.20158811186552e-18","0.317757009345794","0.205751591035158","increases_with_pseudotime"
"IGF2","1","D2_late_increasing","27","3","0.264407564610493","3.1791028551842e-18","0.518691588785047","0.814239712437064","increases_with_pseudotime"
"CLDN4","1","D2_late_increasing","23","4","0.264716807140616","2.89481065547898e-18","0.229906542056075","0.130907274547808","increases_with_pseudotime"
"EIF5A","1","D2_late_increasing","28","8","0.264823629844219","2.80515233418011e-18","0.435514018691589","0.333634811525385","increases_with_pseudotime"
"TGFB1I1","1","D2_late_increasing","27","7","0.265234840336945","2.47484022644739e-18","0.27196261682243","0.171431432068765","increases_with_pseudotime"
"ORAI2","1","D2_late_increasing","27","1","0.265239184729673","2.47484022644739e-18","0.211214953271028","0.1199407399501","increases_with_pseudotime"
"WIPI1","1","D2_late_increasing","27","1","0.265352933079077","2.39310067922078e-18","0.164485981308411","0.0896256742960388","increases_with_pseudotime"
"CLEC2B","1","D2_late_increasing","27","2","0.265541436694884","2.2610509355469e-18","0.306542056074766","0.209132043175836","increases_with_pseudotime"
"SNRNP25","1","D2_late_increasing","27","3","0.265575054582008","2.24089161240392e-18","0.157943925233645","0.0779927633270418","increases_with_pseudotime"
"UQCR11","1","D2_late_increasing","27","30","0.266089801428648","1.91393133484629e-18","0.667289719626168","0.784748667780855","increases_with_pseudotime"
"DDB2","1","D2_late_increasing","29","4","0.266112252777792","1.90339649898565e-18","0.169158878504673","0.0989762466169266","increases_with_pseudotime"
"GALNT5","1","D2_late_increasing","29","1","0.266160346968726","1.87795484308436e-18","0.106542056074766","0.0444497197761849","increases_with_pseudotime"
"NAGLU","1","D2_late_increasing","27","8","0.266171944061307","1.87390882884019e-18","0.209345794392523","0.112679362984703","increases_with_pseudotime"
"UBXN6","1","D2_late_increasing","25","4","0.266195843019645","1.86276610418971e-18","0.300934579439252","0.187834503153144","increases_with_pseudotime"
"SCP2","1","D2_late_increasing","28","8","0.266473159659046","1.71186090365933e-18","0.282242990654206","0.169999514852873","increases_with_pseudotime"
"IKBIP","1","D2_late_increasing","28","7","0.266754291752081","1.5757044766523e-18","0.231775700934579","0.135211112651552","increases_with_pseudotime"
"MAN1C1","1","D2_late_increasing","29","1","0.266769036136011","1.5707797656848e-18","0.185046728971963","0.116845191246314","increases_with_pseudotime"
"COPS7A","1","D2_late_increasing","27","4","0.266990810035372","1.46836679575451e-18","0.175700934579439","0.0861627958427355","increases_with_pseudotime"
"WBP5","1","D2_late_increasing","27","6","0.267045148377072","1.44587838349127e-18","0.37196261682243","0.268683871982202","increases_with_pseudotime"
"VAT1","1","D2_late_increasing","27","30","0.267067091443841","1.43813936956643e-18","0.311214953271028","0.19997159057211","increases_with_pseudotime"
"PEA15","1","D2_late_increasing","27","5","0.267510304281861","1.25474387400853e-18","0.245794392523364","0.138430180962953","increases_with_pseudotime"
"TXN2","1","D2_late_increasing","27","1","0.267852163443203","1.13125319909529e-18","0.322429906542056","0.204311045521274","increases_with_pseudotime"
"ECM2","1","D2_late_increasing","18","2","0.267991104200855","1.08485906285187e-18","0.24392523364486","0.142254232243912","increases_with_pseudotime"
"TBC1D1","1","D2_late_increasing","28","1","0.268025101432846","1.07498340902178e-18","0.149532710280374","0.0847138278850595","increases_with_pseudotime"
"NDUFB3","1","D2_late_increasing","27","5","0.268182003363087","1.02510365800848e-18","0.257943925233645","0.145463743050983","increases_with_pseudotime"
"APOE","1","D2_late_increasing","13","3","0.268435320157949","9.49888912354078e-19","0.64018691588785","1.17955139552174","increases_with_pseudotime"
"FAM129A","1","D2_late_increasing","30","3","0.268708969643983","8.74543879635458e-19","0.118691588785047","0.0680996327879306","increases_with_pseudotime"
"SLC39A7","1","D2_late_increasing","27","7","0.26889656644216","8.25878533330627e-19","0.419626168224299","0.308863746900486","increases_with_pseudotime"
"KIAA2013","1","D2_late_increasing","27","4","0.268979807246438","8.058123673571e-19","0.194392523364486","0.108275517288438","increases_with_pseudotime"
"TNC","1","D2_late_increasing","28","6","0.268988544910477","8.04799938991192e-19","0.242990654205607","0.24057199394547","increases_with_pseudotime"
"CLPP","1","D2_late_increasing","28","5","0.269186988102439","7.58513121844212e-19","0.228971962616822","0.125112143266476","increases_with_pseudotime"
"HMOX2","1","D2_late_increasing","27","3","0.269216852377496","7.52560800436098e-19","0.227102803738318","0.125916503017301","increases_with_pseudotime"
"MAST2","1","D2_late_increasing","30","5","0.269378788575901","7.17418613420526e-19","0.150467289719626","0.0875539026777746","increases_with_pseudotime"
"GPC1","1","D2_late_increasing","27","1","0.269730945046388","6.43263610455116e-19","0.208411214953271","0.121879344531413","increases_with_pseudotime"
"PRADC1","1","D2_late_increasing","28","2","0.269757553372209","6.38861198691663e-19","0.164485981308411","0.0814612772613975","increases_with_pseudotime"
"KLHL22","1","D2_late_increasing","30","4","0.269772184624155","6.3688313960076e-19","0.155140186915888","0.0833672315570727","increases_with_pseudotime"
"ARAP1","1","D2_late_increasing","27","7","0.269985745963656","5.96407384754027e-19","0.298130841121495","0.192654099786594","increases_with_pseudotime"
"GUK1","1","D2_late_increasing","27","7","0.27011408433395","5.74523827994089e-19","0.522429906542056","0.464430707982932","increases_with_pseudotime"
"IGDCC4","1","D2_late_increasing","29","1","0.270355689688803","5.332301117398e-19","0.116822429906542","0.0651485515758268","increases_with_pseudotime"
"CHD3","1","D2_late_increasing","27","4","0.270499885252004","5.10305783579165e-19","0.370093457943925","0.25340133238417","increases_with_pseudotime"
"NDUFA3","1","D2_late_increasing","27","7","0.270523358364544","5.07308955601629e-19","0.414953271028037","0.294291120526829","increases_with_pseudotime"
"PSMB8","1","D2_late_increasing","26","1","0.27054533436053","5.04568687339885e-19","0.246728971962617","0.142634111408052","increases_with_pseudotime"
"KLHDC3","1","D2_late_increasing","28","5","0.270592015067922","4.97948772292403e-19","0.246728971962617","0.145371770921122","increases_with_pseudotime"
"MIF","1","D2_late_increasing","27","7","0.271014343604749","4.36453845364906e-19","0.333644859813084","0.23535347538335","increases_with_pseudotime"
"GOLGA3","1","D2_late_increasing","27","11","0.271037453932428","4.33937530746948e-19","0.3","0.190644336843214","increases_with_pseudotime"
"ST6GALNAC6","1","D2_late_increasing","26","8","0.271376996526609","3.90350671763229e-19","0.241121495327103","0.144998727547563","increases_with_pseudotime"
"THOC6","1","D2_late_increasing","28","1","0.271837905950586","3.38354748664127e-19","0.14392523364486","0.0719879210699976","increases_with_pseudotime"
"MRPL14","1","D2_late_increasing","27","10","0.272074639715087","3.14355556396874e-19","0.290654205607477","0.179369312928803","increases_with_pseudotime"
"GTF3C1","1","D2_late_increasing","28","2","0.272141748453743","3.08201704350739e-19","0.186915887850467","0.10030947287705","increases_with_pseudotime"
"GNG5","1","D2_late_increasing","27","3","0.272226883979353","3.00442265338011e-19","0.492523364485981","0.393346896604787","increases_with_pseudotime"
"BAD","1","D2_late_increasing","28","1","0.272724911395005","2.56841126835422e-19","0.353271028037383","0.220884691256376","increases_with_pseudotime"
"DPYSL3","1","D2_late_increasing","28","7","0.272810372994431","2.50333477444367e-19","0.393457943925234","0.307287923323696","increases_with_pseudotime"
"TIMM8B","1","D2_late_increasing","28","5","0.272852712251228","2.47362604131074e-19","0.383177570093458","0.267762036189999","increases_with_pseudotime"
"MYO1C","1","D2_late_increasing","28","6","0.272856617749856","2.47362604131074e-19","0.426168224299065","0.310971817018897","increases_with_pseudotime"
"CRELD2","1","D2_late_increasing","27","8","0.272967204101695","2.3924324130154e-19","0.234579439252336","0.12858523383814","increases_with_pseudotime"
"CALR","1","D2_late_increasing","28","4","0.273308014265699","2.14944270089261e-19","0.622429906542056","0.638633900530348","increases_with_pseudotime"
"C11orf68","1","D2_late_increasing","27","2","0.273537268993181","2.00087862752309e-19","0.257943925233645","0.144123343606923","increases_with_pseudotime"
"B2M","1","D2_late_increasing","27","8","0.273595198197693","1.96725552641708e-19","0.922429906542056","1.93768232929667","increases_with_pseudotime"
"C19orf24","1","D2_late_increasing","27","3","0.273881596770607","1.79797793619606e-19","0.24018691588785","0.141984919064515","increases_with_pseudotime"
"FAM102A","1","D2_late_increasing","28","5","0.273957519375275","1.75758078270979e-19","0.219626168224299","0.120003285550745","increases_with_pseudotime"
"NUTF2","1","D2_late_increasing","28","8","0.273957677608342","1.75758078270979e-19","0.305607476635514","0.191337987690398","increases_with_pseudotime"
"UROS","1","D2_late_increasing","27","6","0.274023879192736","1.72604455633438e-19","0.190654205607477","0.0956809837095116","increases_with_pseudotime"
"CALM3","1","D2_late_increasing","28","3","0.274075492131294","1.70043089323036e-19","0.450467289719626","0.339164404316725","increases_with_pseudotime"
"PRICKLE1","1","D2_late_increasing","30","3","0.274590081970782","1.44650653226371e-19","0.24018691588785","0.19711503931089","increases_with_pseudotime"
"TXNDC15","1","D2_late_increasing","28","2","0.274762961321878","1.37061126832818e-19","0.214953271028037","0.11131901304879","increases_with_pseudotime"
"EFEMP1","1","D2_late_increasing","17","4","0.274892634173123","1.31679583669366e-19","0.313084112149533","0.245433833863661","increases_with_pseudotime"
"CCDC124","1","D2_late_increasing","27","5","0.274971255554789","1.28598841490224e-19","0.298130841121495","0.177049849917444","increases_with_pseudotime"
"NDUFB2","1","D2_late_increasing","27","8","0.274977605649527","1.28539839679586e-19","0.57196261682243","0.549926217472968","increases_with_pseudotime"
"GRINA","1","D2_late_increasing","27","6","0.275030266770622","1.26698902634223e-19","0.298130841121495","0.177624814200752","increases_with_pseudotime"
"FAM177A1","1","D2_late_increasing","27","8","0.275317061208709","1.15800665524297e-19","0.216822429906542","0.117248687940677","increases_with_pseudotime"
"GIPC1","1","D2_late_increasing","27","8","0.275372868606672","1.13921086113801e-19","0.237383177570093","0.134572983807887","increases_with_pseudotime"
"ZNF106","1","D2_late_increasing","24","1","0.275559867279956","1.0743699280566e-19","0.272897196261682","0.170808350719561","increases_with_pseudotime"
"SLC12A4","1","D2_late_increasing","28","4","0.275920506096067","9.58015702815789e-20","0.153271028037383","0.0830947134974836","increases_with_pseudotime"
"SRPX2","1","D2_late_increasing","27","2","0.276201480084267","8.76375140642076e-20","0.126168224299065","0.0688323108833608","increases_with_pseudotime"
"ECHS1","1","D2_late_increasing","28","4","0.276237643322345","8.67589091617416e-20","0.260747663551402","0.147653295575575","increases_with_pseudotime"
"ANXA1","1","D2_late_increasing","26","4","0.276777974889898","7.29703211019861e-20","0.469158878504673","0.405463208996493","increases_with_pseudotime"
"FAM234A","1","D2_late_increasing","26","2","0.276908628675247","7.00606650743005e-20","0.150467289719626","0.0740774614067176","increases_with_pseudotime"
"TWF2","1","D2_late_increasing","27","1","0.27691609828261","7.00039472299684e-20","0.258878504672897","0.155440767952531","increases_with_pseudotime"
"ITGA5","1","D2_late_increasing","27","1","0.277024670262131","6.76938827122027e-20","0.164485981308411","0.0858194838445185","increases_with_pseudotime"
"RARRES3","1","D2_late_increasing","26","1","0.277074490486942","6.67175168583564e-20","0.226168224299065","0.153222555559692","increases_with_pseudotime"
"AKR1C3","1","D2_late_increasing","27","1","0.277204546943218","6.40669428434249e-20","0.178504672897196","0.0912393245432104","increases_with_pseudotime"
"TMEM208","1","D2_late_increasing","27","30","0.277240139389021","6.34344605828963e-20","0.235514018691589","0.147601798284896","increases_with_pseudotime"
"BUD31","1","D2_late_increasing","28","5","0.27753645365837","5.77131426307244e-20","0.290654205607477","0.177684016278596","increases_with_pseudotime"
