"gene","raw_cluster","dynamic_module","peak_bin","trough_bin","spearman_rho","q_value","expressed_fraction","mean_expression","direction"
"NDUFS8","1","D2_late_increasing","27","7","0.320244998353786","2.47476712790112e-26","0.360747663551402","0.246243853246534","increases_with_pseudotime"
"CAMK1D","1","D2_late_increasing","30","6","0.320369078706783","2.36560543084258e-26","0.331775700934579","0.266089077831525","increases_with_pseudotime"
"SH3PXD2A","1","D2_late_increasing","27","4","0.320417969690206","2.32754662261487e-26","0.442990654205607","0.345472724591557","increases_with_pseudotime"
"LAMC1","1","D2_late_increasing","28","8","0.320614567470683","2.16363574242988e-26","0.381308411214953","0.261048049467158","increases_with_pseudotime"
"MYH9","1","D2_late_increasing","27","4","0.320821661445139","2.00305731972392e-26","0.463551401869159","0.362800272849154","increases_with_pseudotime"
"PLPP4","1","D2_late_increasing","28","4","0.32102962128378","1.85367476057703e-26","0.106542056074766","0.0613883477430854","increases_with_pseudotime"
"SEC24D","1","D2_late_increasing","29","1","0.321090486718914","1.81541795303467e-26","0.171028037383178","0.103986086595863","increases_with_pseudotime"
"RPL22L1","1","D2_late_increasing","27","6","0.32119175053389","1.75047702360332e-26","0.313084112149533","0.201584981208312","increases_with_pseudotime"
"EIF4EBP1","1","D2_late_increasing","27","4","0.321229817807761","1.72948689088006e-26","0.257009345794392","0.144749013925034","increases_with_pseudotime"
"OSTC","1","D2_late_increasing","27","8","0.321325850804386","1.67097670573051e-26","0.396261682242991","0.28737199343408","increases_with_pseudotime"
"ILK","1","D2_late_increasing","27","7","0.32150288660192","1.56474464491488e-26","0.305607476635514","0.190548972548129","increases_with_pseudotime"
"COPE","1","D2_late_increasing","27","8","0.322071035191215","1.26295805085688e-26","0.405607476635514","0.289487418081932","increases_with_pseudotime"
"AHR","1","D2_late_increasing","26","2","0.322136241347512","1.23476253988308e-26","0.313084112149533","0.22476875990037","increases_with_pseudotime"
"FAM50A","1","D2_late_increasing","27","7","0.322467430704518","1.08905289279469e-26","0.231775700934579","0.129332891074445","increases_with_pseudotime"
"RYR2","1","D2_late_increasing","29","1","0.322517498110122","1.07097885459497e-26","0.114018691588785","0.0996547385207109","increases_with_pseudotime"
"CNN3","1","D2_late_increasing","27","1","0.322829674762825","9.51427986621765e-27","0.355140186915888","0.241324906613614","increases_with_pseudotime"
"NGFR","1","D2_late_increasing","26","3","0.322847498253972","9.47405036138265e-27","0.238317757009346","0.227914710987691","increases_with_pseudotime"
"CCDC107","1","D2_late_increasing","27","4","0.322933771693855","9.18677098935815e-27","0.270093457943925","0.167523367214055","increases_with_pseudotime"
"AQP1","1","D2_late_increasing","27","4","0.32356461022266","7.20908672806077e-27","0.323364485981308","0.226034166391721","increases_with_pseudotime"
"CYR61","1","D2_late_increasing","28","1","0.323693754212859","6.87430346134888e-27","0.242056074766355","0.176147250002867","increases_with_pseudotime"
"SMTN","1","D2_late_increasing","26","3","0.324589187750503","4.86177907517237e-27","0.196261682242991","0.109469222744209","increases_with_pseudotime"
"DAP","1","D2_late_increasing","27","5","0.324669822369702","4.72385123353486e-27","0.281308411214953","0.16610829146436","increases_with_pseudotime"
"PHLDA3","1","D2_late_increasing","26","3","0.324817328511582","4.4714326177238e-27","0.41214953271028","0.322657914228182","increases_with_pseudotime"
"GARS","1","D2_late_increasing","27","4","0.325102481872253","4.01053995139574e-27","0.318691588785047","0.220331468404755","increases_with_pseudotime"
"CGREF1","1","D2_late_increasing","28","1","0.3259791048192","2.86007372095021e-27","0.167289719626168","0.0879917367934793","increases_with_pseudotime"
"IDH2","1","D2_late_increasing","27","3","0.326012332892311","2.83078422585012e-27","0.285046728971963","0.17261152042776","increases_with_pseudotime"
"ERLEC1","1","D2_late_increasing","27","7","0.326871310425211","2.03053283116699e-27","0.250467289719626","0.13570325810044","increases_with_pseudotime"
"C9orf16","1","D2_late_increasing","27","8","0.327291045685448","1.72568179568564e-27","0.451401869158878","0.363369007134485","increases_with_pseudotime"
"C1QTNF3","1","D2_late_increasing","27","1","0.327416521413441","1.6468984762008e-27","0.126168224299065","0.0745526398831472","increases_with_pseudotime"
"SDF4","1","D2_late_increasing","28","4","0.327428414256086","1.64376500051292e-27","0.435514018691589","0.322348383105055","increases_with_pseudotime"
"ZCCHC24","1","D2_late_increasing","28","4","0.327448434062709","1.63539548035914e-27","0.42803738317757","0.304795426201292","increases_with_pseudotime"
"GMPPA","1","D2_late_increasing","27","1","0.327620987609111","1.53197493857257e-27","0.161682242990654","0.0825800672246328","increases_with_pseudotime"
"ALDH18A1","1","D2_late_increasing","24","3","0.327783652083392","1.44066251941842e-27","0.185046728971963","0.0926260380708056","increases_with_pseudotime"
"CIB1","1","D2_late_increasing","27","4","0.327835002358902","1.41570513295363e-27","0.274766355140187","0.159936040452971","increases_with_pseudotime"
"IGFBP6","1","D2_late_increasing","26","2","0.328514669410169","1.09104146958166e-27","0.423364485981308","0.443973616237298","increases_with_pseudotime"
"SLC27A4","1","D2_late_increasing","27","8","0.328633152990625","1.04396008806775e-27","0.625233644859813","0.79096266299305","increases_with_pseudotime"
"JOSD2","1","D2_late_increasing","27","3","0.328776412230582","9.89129187486494e-28","0.213084112149533","0.114189917426257","increases_with_pseudotime"
"ENAH","1","D2_late_increasing","28","6","0.329171659966028","8.50368586274786e-28","0.314018691588785","0.230630449412042","increases_with_pseudotime"
"CD99","1","D2_late_increasing","27","8","0.329599555025354","7.19411094339322e-28","0.835514018691589","1.3788122952584","increases_with_pseudotime"
"UCHL1","1","D2_late_increasing","27","3","0.329671969076346","7.03039298525771e-28","0.170093457943925","0.0982419189828178","increases_with_pseudotime"
"CALU","1","D2_late_increasing","27","7","0.329999325087619","6.1890712535977e-28","0.424299065420561","0.316505291459905","increases_with_pseudotime"
"TMEM176A","1","D2_late_increasing","27","30","0.33034604987508","5.40567388894256e-28","0.404672897196262","0.343968449686647","increases_with_pseudotime"
"CKLF","1","D2_late_increasing","27","4","0.33048368674053","5.13174409432562e-28","0.244859813084112","0.142869282204627","increases_with_pseudotime"
"CYBA","1","D2_late_increasing","27","7","0.330517972512928","5.07686722520012e-28","0.531775700934579","0.489520337937702","increases_with_pseudotime"
"CSRP2","1","D2_late_increasing","27","3","0.33068293162343","4.76719537180579e-28","0.198130841121495","0.131391683120102","increases_with_pseudotime"
"VEGFB","1","D2_late_increasing","28","2","0.330919569821807","4.34981243298677e-28","0.404672897196262","0.29897324234964","increases_with_pseudotime"
"LAMTOR2","1","D2_late_increasing","28","30","0.330953783911371","4.30343743727219e-28","0.324299065420561","0.19810039562068","increases_with_pseudotime"
"TUBA1C","1","D2_late_increasing","27","1","0.33108060796197","4.10274436555783e-28","0.416822429906542","0.322776994422944","increases_with_pseudotime"
"KIAA1462","1","D2_late_increasing","28","1","0.331178524278278","3.95687171251979e-28","0.157943925233645","0.0753942143435585","increases_with_pseudotime"
"ACKR1","1","D2_late_increasing","27","1","0.331775688811419","3.13355122138898e-28","0.17196261682243","0.0922662586589847","increases_with_pseudotime"
"PACS1","1","D2_late_increasing","29","3","0.332415151325089","2.43849136040342e-28","0.281308411214953","0.183357912981341","increases_with_pseudotime"
"RRBP1","1","D2_late_increasing","27","8","0.332605435018349","2.26566593739354e-28","0.699065420560748","0.856859672557507","increases_with_pseudotime"
"FBLN7","1","D2_late_increasing","24","1","0.332983990516539","1.95126760401817e-28","0.227102803738318","0.135503548116683","increases_with_pseudotime"
"RTEL1-TNFRSF6B","1","D2_late_increasing","27","2","0.333140876621122","1.84290722054863e-28","0.234579439252336","0.184044786099559","increases_with_pseudotime"
"NUCB1","1","D2_late_increasing","27","4","0.333665700547453","1.49572549751826e-28","0.485981308411215","0.38421322809154","increases_with_pseudotime"
"FKBP7","1","D2_late_increasing","27","4","0.333951329809806","1.33675265668454e-28","0.241121495327103","0.132765306361716","increases_with_pseudotime"
"S100A7","1","D2_late_increasing","23","4","0.333971394373464","1.33004269627245e-28","0.41588785046729","0.300499674470137","increases_with_pseudotime"
"COTL1","1","D2_late_increasing","28","1","0.33398550997172","1.32656603169558e-28","0.129906542056075","0.0586905517335843","increases_with_pseudotime"
"HLA-DRB1","1","D2_late_increasing","28","2","0.334340694778384","1.15252382180724e-28","0.198130841121495","0.106989470277015","increases_with_pseudotime"
"SIL1","1","D2_late_increasing","28","7","0.334432332599216","1.11399082424545e-28","0.293457943925234","0.18505266521929","increases_with_pseudotime"
"SSR3","1","D2_late_increasing","28","8","0.334616693521186","1.03702912523868e-28","0.399065420560748","0.288897780755989","increases_with_pseudotime"
"IL1R1","1","D2_late_increasing","29","4","0.334674030784899","1.01637727767268e-28","0.251401869158879","0.16009458474716","increases_with_pseudotime"
"S100A16","1","D2_late_increasing","27","8","0.334795778553759","9.70455082979036e-29","0.422429906542056","0.306859647734937","increases_with_pseudotime"
"LMCD1","1","D2_late_increasing","27","2","0.335242440119229","8.12066364483995e-29","0.167289719626168","0.0888133407944564","increases_with_pseudotime"
"KHDRBS3","1","D2_late_increasing","28","2","0.33545075699016","7.4849780097766e-29","0.279439252336449","0.193978191540758","increases_with_pseudotime"
"GALNS","1","D2_late_increasing","28","4","0.335577827408282","7.1305338712516e-29","0.185981308411215","0.101339353189961","increases_with_pseudotime"
"ADAMTS12","1","D2_late_increasing","28","1","0.336533658617","4.8454352023431e-29","0.172897196261682","0.0986855926295529","increases_with_pseudotime"
"SAR1A","1","D2_late_increasing","28","1","0.336802805636345","4.35486653115094e-29","0.25981308411215","0.1447143995802","increases_with_pseudotime"
"ARF4","1","D2_late_increasing","27","4","0.337301441141608","3.56277102650243e-29","0.374766355140187","0.276734920174155","increases_with_pseudotime"
"TMSB4X","1","D2_late_increasing","27","8","0.33795368298236","2.73573207043875e-29","0.891588785046729","1.81221959826009","increases_with_pseudotime"
"YIF1A","1","D2_late_increasing","27","8","0.338446400673867","2.24169529090798e-29","0.334579439252336","0.239987224893485","increases_with_pseudotime"
"ARFGAP1","1","D2_late_increasing","28","1","0.338517731224209","2.18394643877111e-29","0.232710280373832","0.142657941024917","increases_with_pseudotime"
"GPR78","1","D2_late_increasing","28","4","0.338638383092105","2.08495561566611e-29","0.305607476635514","0.250612851150211","increases_with_pseudotime"
"ITGBL1","1","D2_late_increasing","28","5","0.338719721829583","2.02289633947058e-29","0.272897196261682","0.190850970533645","increases_with_pseudotime"
"XG","1","D2_late_increasing","26","3","0.338958058337756","1.83981426919795e-29","0.234579439252336","0.140490071246557","increases_with_pseudotime"
"CDKN2A","1","D2_late_increasing","27","1","0.339187913425835","1.67903675016724e-29","0.157943925233645","0.0947669578508437","increases_with_pseudotime"
"LAMA4","1","D2_late_increasing","28","2","0.339245890841607","1.64477014097559e-29","0.4","0.301123112454623","increases_with_pseudotime"
"LGMN","1","D2_late_increasing","28","6","0.339329572327497","1.59422106962226e-29","0.257009345794392","0.148787497127142","increases_with_pseudotime"
"CTSA","1","D2_late_increasing","27","3","0.340311180517308","1.06972402010108e-29","0.357943925233645","0.235041400801176","increases_with_pseudotime"
"SCO2","1","D2_late_increasing","26","6","0.340379719172337","1.04326302251412e-29","0.276635514018692","0.163943499662984","increases_with_pseudotime"
"CCL14","1","D2_late_increasing","27","1","0.340639892071421","9.39803199909576e-30","0.205607476635514","0.114222593944522","increases_with_pseudotime"
"SEC61A1","1","D2_late_increasing","28","3","0.341044310884654","7.97343497333376e-30","0.502803738317757","0.407259954255342","increases_with_pseudotime"
"FMOD","1","D2_late_increasing","27","2","0.341258386287912","7.31983091772829e-30","0.38411214953271","0.277780532599374","increases_with_pseudotime"
"AKR1A1","1","D2_late_increasing","26","7","0.342204509824038","4.95437633142037e-30","0.324299065420561","0.203966631748652","increases_with_pseudotime"
"IFI6","1","D2_late_increasing","27","30","0.342457576238015","4.47327946537229e-30","0.392523364485981","0.313910059108157","increases_with_pseudotime"
"ANXA6","1","D2_late_increasing","28","1","0.342614183683878","4.20452024165459e-30","0.393457943925234","0.27124681928858","increases_with_pseudotime"
"C7orf50","1","D2_late_increasing","28","5","0.343465600056813","2.96539191672843e-30","0.337383177570093","0.230389257494815","increases_with_pseudotime"
"IFITM3","1","D2_late_increasing","27","30","0.344236747825745","2.15344316010651e-30","0.873831775700935","1.94069644339018","increases_with_pseudotime"
"FTL","1","D2_late_increasing","28","30","0.34582570637273","1.11820969649614e-30","0.936448598130841","2.34804146221058","increases_with_pseudotime"
"FARP1","1","D2_late_increasing","30","6","0.346214259173371","9.52175061316219e-31","0.325233644859813","0.222272179314453","increases_with_pseudotime"
"HMCN1","1","D2_late_increasing","29","4","0.346397947319338","8.84067310600337e-31","0.238317757009346","0.177085718188459","increases_with_pseudotime"
"PARVB","1","D2_late_increasing","27","2","0.347055233822306","6.71507924517092e-31","0.2","0.102997022952508","increases_with_pseudotime"
"RP11-25H12.1","1","D2_late_increasing","26","1","0.34792473166388","4.65720452450014e-31","0.483177570093458","0.426367251663306","increases_with_pseudotime"
"SRA1","1","D2_late_increasing","27","3","0.348002979477397","4.52061911564952e-31","0.237383177570093","0.134658550723252","increases_with_pseudotime"
"LOX","1","D2_late_increasing","28","2","0.348744946034995","3.3065758074574e-31","0.271028037383178","0.177976494747168","increases_with_pseudotime"
"TUBB2A","1","D2_late_increasing","27","3","0.348857772359957","3.16232574003343e-31","0.303738317757009","0.208863222260161","increases_with_pseudotime"
"PLTP","1","D2_late_increasing","28","2","0.349574061966717","2.37038411896262e-31","0.373831775700935","0.269529474549905","increases_with_pseudotime"
"RP11-417E7.2","1","D2_late_increasing","27","1","0.349620601848757","2.33209691167299e-31","0.161682242990654","0.0972077877498242","increases_with_pseudotime"
"C1S","1","D2_late_increasing","17","7","0.349975228274258","2.01067819205501e-31","0.602803738317757","0.80892719235721","increases_with_pseudotime"
"LGALS1","1","D2_late_increasing","27","30","0.350063217844823","1.94334253122814e-31","0.909345794392523","2.17832078258455","increases_with_pseudotime"
"TGFB3","1","D2_late_increasing","27","2","0.3505448126174","1.58622818904703e-31","0.249532710280374","0.16813721682077","increases_with_pseudotime"
"CRABP2","1","D2_late_increasing","27","6","0.350915387654992","1.3576219495098e-31","0.580373831775701","0.673485157328648","increases_with_pseudotime"
"NID2","1","D2_late_increasing","28","1","0.352407577504147","7.15874133545316e-32","0.205607476635514","0.112230712565","increases_with_pseudotime"
"C4orf48","1","D2_late_increasing","28","8","0.352417266073106","7.15540367509125e-32","0.322429906542056","0.219242376899467","increases_with_pseudotime"
"HTRA1","1","D2_late_increasing","27","7","0.35251104889448","6.89663278481047e-32","0.634579439252336","0.802482437254763","increases_with_pseudotime"
"FLNC","1","D2_late_increasing","28","2","0.352878205192181","5.90507717956951e-32","0.194392523364486","0.0992430890930298","increases_with_pseudotime"
"MXRA7","1","D2_late_increasing","28","1","0.35296968913865","5.69697386862539e-32","0.38411214953271","0.257903859177489","increases_with_pseudotime"
"CLEC11A","1","D2_late_increasing","27","7","0.353107496192035","5.3869188674559e-32","0.596261682242991","0.629590139135445","increases_with_pseudotime"
"IFT20","1","D2_late_increasing","27","5","0.353344386027386","4.87930433498842e-32","0.251401869158879","0.140662928165368","increases_with_pseudotime"
"ROR2","1","D2_late_increasing","29","2","0.354625815345602","2.81571247996066e-32","0.296261682242991","0.260907315371521","increases_with_pseudotime"
"NME1-NME2","1","D2_late_increasing","27","30","0.354630313446483","2.81571247996066e-32","0.798130841121495","1.23979793081124","increases_with_pseudotime"
"TNFAIP6","1","D2_late_increasing","28","2","0.354656082726791","2.80025459039397e-32","0.165420560747664","0.0943892510934914","increases_with_pseudotime"
"RP11-14N7.2","1","D2_late_increasing","28","2","0.354768792416124","2.67626440856097e-32","0.271028037383178","0.158058134668221","increases_with_pseudotime"
"S100A9","1","D2_late_increasing","23","5","0.35565256655538","1.8260749795624e-32","0.357009345794393","0.237240211755646","increases_with_pseudotime"
"SNX8","1","D2_late_increasing","27","3","0.355717176711231","1.78209584917536e-32","0.185046728971963","0.102999721296899","increases_with_pseudotime"
"ECM1","1","D2_late_increasing","28","4","0.356745336783434","1.13978058904465e-32","0.466355140186916","0.391662706166608","increases_with_pseudotime"
"GPX7","1","D2_late_increasing","27","8","0.357950241925809","6.78533930573069e-33","0.246728971962617","0.141817855120035","increases_with_pseudotime"
"HIC1","1","D2_late_increasing","28","1","0.358160805751752","6.20775494418487e-33","0.279439252336449","0.186719451806406","increases_with_pseudotime"
"EPHB2","1","D2_late_increasing","27","1","0.358887408227509","4.5201148342612e-33","0.152336448598131","0.0788606301306344","increases_with_pseudotime"
"GLIPR2","1","D2_late_increasing","28","1","0.35938023678996","3.64798649212642e-33","0.213084112149533","0.118631734616943","increases_with_pseudotime"
"EVL","1","D2_late_increasing","28","2","0.359944387103756","2.8627869956956e-33","0.334579439252336","0.220147502904675","increases_with_pseudotime"
"PRAF2","1","D2_late_increasing","27","1","0.361289708540958","1.57867287745185e-33","0.285046728971963","0.166709111295756","increases_with_pseudotime"
"TMEM214","1","D2_late_increasing","28","4","0.361515378293863","1.43311821788444e-33","0.226168224299065","0.117210497105714","increases_with_pseudotime"
"CYB561","1","D2_late_increasing","27","1","0.362080740966508","1.11744293769851e-33","0.190654205607477","0.0951425571295069","increases_with_pseudotime"
"MAGED1","1","D2_late_increasing","27","2","0.362266394045889","1.03250913860934e-33","0.431775700934579","0.324586189133067","increases_with_pseudotime"
"HM13","1","D2_late_increasing","27","3","0.362292978597348","1.0244986250967e-33","0.477570093457944","0.387381667259445","increases_with_pseudotime"
"FNDC1","1","D2_late_increasing","28","1","0.362873537001184","7.92883366017886e-34","0.172897196261682","0.0953850610105685","increases_with_pseudotime"
"C11orf24","1","D2_late_increasing","28","1","0.363075935764534","7.30034894338302e-34","0.25981308411215","0.15771590828719","increases_with_pseudotime"
"HTRA3","1","D2_late_increasing","27","3","0.363082524026164","7.30034894338302e-34","0.326168224299065","0.258642530675418","increases_with_pseudotime"
"NT5DC2","1","D2_late_increasing","28","1","0.36428080001574","4.27912297316872e-34","0.208411214953271","0.1305781060986","increases_with_pseudotime"
"PLAU","1","D2_late_increasing","28","3","0.365541313786297","2.44024199830904e-34","0.250467289719626","0.167168542167088","increases_with_pseudotime"
"NAGK","1","D2_late_increasing","27","7","0.366084349683168","1.91546935703958e-34","0.296261682242991","0.186418131160822","increases_with_pseudotime"
"SPATS2L","1","D2_late_increasing","28","1","0.366248464262057","1.78547802660119e-34","0.573831775700935","0.552819734734175","increases_with_pseudotime"
"FKBP9","1","D2_late_increasing","27","4","0.366429161799619","1.651764571859e-34","0.390654205607477","0.269891191321874","increases_with_pseudotime"
"PLOD1","1","D2_late_increasing","27","8","0.366821890006888","1.39346169621816e-34","0.385981308411215","0.267723781643179","increases_with_pseudotime"
"SEMA6B","1","D2_late_increasing","25","1","0.368068640113791","7.92285876939431e-35","0.170093457943925","0.0965732633277962","increases_with_pseudotime"
"TXNDC5","1","D2_late_increasing","27","4","0.368102294623265","7.83604885941778e-35","0.317757009345794","0.191590964118521","increases_with_pseudotime"
"P4HB","1","D2_late_increasing","27","4","0.368239904375066","7.3902971236815e-35","0.642056074766355","0.736830016077434","increases_with_pseudotime"
"CUEDC1","1","D2_late_increasing","29","3","0.368572447434894","6.37448808317673e-35","0.191588785046729","0.106799141844105","increases_with_pseudotime"
"SLC38A10","1","D2_late_increasing","28","4","0.368725926628773","5.96790766051476e-35","0.320560747663551","0.193333514137647","increases_with_pseudotime"
"POLD4","1","D2_late_increasing","27","7","0.369169790032523","4.91199763506188e-35","0.337383177570093","0.215785790835403","increases_with_pseudotime"
"CISD1","1","D2_late_increasing","28","4","0.36940505487056","4.42870109696887e-35","0.270093457943925","0.1495645919561","increases_with_pseudotime"
"TTYH3","1","D2_late_increasing","27","2","0.369748485599445","3.79887609426876e-35","0.285046728971963","0.184369695881743","increases_with_pseudotime"
"DAB2","1","D2_late_increasing","28","1","0.36975870707988","3.79823869621286e-35","0.405607476635514","0.329717055789127","increases_with_pseudotime"
"OLFML3","1","D2_late_increasing","27","4","0.370227316576453","3.07498990611447e-35","0.501869158878505","0.467738855168546","increases_with_pseudotime"
"RPS26","1","D2_late_increasing","27","8","0.370479249581609","2.75032036450154e-35","0.828971962616822","1.51285602796572","increases_with_pseudotime"
"HDLBP","1","D2_late_increasing","27","7","0.370913779194278","2.26080399114729e-35","0.591588785046729","0.600831527441554","increases_with_pseudotime"
"KDELR2","1","D2_late_increasing","27","1","0.371182307567453","2.00616212450337e-35","0.526168224299065","0.513588738603727","increases_with_pseudotime"
"PLIN3","1","D2_late_increasing","27","4","0.372040848537541","1.36058352189618e-35","0.41214953271028","0.301609478689451","increases_with_pseudotime"
"METRN","1","D2_late_increasing","27","6","0.372502698199752","1.10319005276952e-35","0.282242990654206","0.183579193316241","increases_with_pseudotime"
"IFI27","1","D2_late_increasing","27","4","0.372507313172402","1.10319005276952e-35","0.431775700934579","0.412567928173008","increases_with_pseudotime"
"BACE2","1","D2_late_increasing","25","2","0.372731352369236","1.00137043475813e-35","0.28411214953271","0.16382992517571","increases_with_pseudotime"
"ANGPTL2","1","D2_late_increasing","27","4","0.372735356658295","1.00137043475813e-35","0.423364485981308","0.367336041036242","increases_with_pseudotime"
"TMED3","1","D2_late_increasing","27","8","0.372912595302469","9.2922649786751e-36","0.392523364485981","0.282145033639907","increases_with_pseudotime"
"TGFBI","1","D2_late_increasing","27","7","0.372989483848214","9.00879571559003e-36","0.313084112149533","0.24893758254214","increases_with_pseudotime"
"ABI3BP","1","D2_late_increasing","28","2","0.373448959356501","7.30836876383431e-36","0.310280373831776","0.25198190992772","increases_with_pseudotime"
"SORCS2","1","D2_late_increasing","29","1","0.374482421142676","4.55457096305073e-36","0.158878504672897","0.090298464327255","increases_with_pseudotime"
"TPM1","1","D2_late_increasing","28","7","0.374739107494874","4.05878853242346e-36","0.360747663551402","0.294045703098306","increases_with_pseudotime"
"HMCN2","1","D2_late_increasing","30","1","0.37542355343137","2.95922900250369e-36","0.15981308411215","0.106824133287438","increases_with_pseudotime"
"MYOF","1","D2_late_increasing","28","2","0.375725667129707","2.58051886677852e-36","0.268224299065421","0.172528967550586","increases_with_pseudotime"
"AP2S1","1","D2_late_increasing","28","8","0.376842633001279","1.54047988793215e-36","0.416822429906542","0.314468650468505","increases_with_pseudotime"
"PDGFRL","1","D2_late_increasing","27","2","0.377098852803871","1.3718948936507e-36","0.320560747663551","0.227407842546426","increases_with_pseudotime"
"SEC13","1","D2_late_increasing","27","3","0.377205165444762","1.31131246610616e-36","0.392523364485981","0.273010103690266","increases_with_pseudotime"
"RUNX1","1","D2_late_increasing","30","6","0.377934575629949","9.38230531127106e-37","0.390654205607477","0.350398489854082","increases_with_pseudotime"
"PLXDC2","1","D2_late_increasing","29","4","0.378387520930443","7.60874585644813e-37","0.389719626168224","0.357705719778056","increases_with_pseudotime"
"LRP1","1","D2_late_increasing","27","7","0.378880731199055","6.05164553260216e-37","0.703738317757009","0.869517652911867","increases_with_pseudotime"
"BGN","1","D2_late_increasing","27","10","0.378910035093399","5.99889914848904e-37","0.709345794392523","1.16739390459378","increases_with_pseudotime"
"ADAMTS14","1","D2_late_increasing","29","1","0.378949314696326","5.91864125952982e-37","0.139252336448598","0.0939230883549475","increases_with_pseudotime"
"FKBP14","1","D2_late_increasing","28","2","0.379479391543174","4.6237679704211e-37","0.281308411214953","0.166263158892212","increases_with_pseudotime"
"ATOX1","1","D2_late_increasing","28","1","0.380099620497032","3.45861817498396e-37","0.483177570093458","0.421185219305986","increases_with_pseudotime"
"NME4","1","D2_late_increasing","28","4","0.38120719482983","2.05856411831707e-37","0.455140186915888","0.353645511365505","increases_with_pseudotime"
"ISOC2","1","D2_late_increasing","27","8","0.381490792481384","1.80660238992832e-37","0.347663551401869","0.239128950800733","increases_with_pseudotime"
"CD151","1","D2_late_increasing","28","1","0.382060754618347","1.3816656651225e-37","0.366355140186916","0.256105934880619","increases_with_pseudotime"
"CTSB","1","D2_late_increasing","28","8","0.382071060034197","1.3816656651225e-37","0.557009345794393","0.555783999239113","increases_with_pseudotime"
"MVP","1","D2_late_increasing","28","2","0.382288563374034","1.25185357639616e-37","0.364485981308411","0.236562050014003","increases_with_pseudotime"
"MAP4K4","1","D2_late_increasing","28","3","0.382433516336101","1.17394679209108e-37","0.530841121495327","0.510068697651165","increases_with_pseudotime"
"C1R","1","D2_late_increasing","14","3","0.382605861147609","1.08646540899785e-37","0.699065420560748","1.24075971076435","increases_with_pseudotime"
"FAM20C","1","D2_late_increasing","26","4","0.382852315647724","9.75617345692104e-38","0.286915887850467","0.188743533717152","increases_with_pseudotime"
"GPX8","1","D2_late_increasing","27","5","0.383232033875736","8.16979023134207e-38","0.232710280373832","0.118548859324053","increases_with_pseudotime"
"OST4","1","D2_late_increasing","27","7","0.384765385221389","3.93585151473195e-38","0.680373831775701","0.883400526241264","increases_with_pseudotime"
"RCN1","1","D2_late_increasing","27","7","0.384968624597394","3.58660727412272e-38","0.400934579439252","0.298609342897721","increases_with_pseudotime"
"INAFM1","1","D2_late_increasing","26","8","0.384985611462561","3.57749086927004e-38","0.389719626168224","0.292713733045908","increases_with_pseudotime"
"PRDX4","1","D2_late_increasing","28","4","0.385431769018368","2.89711636734956e-38","0.433644859813084","0.378380968515976","increases_with_pseudotime"
"AC005943.2","1","D2_late_increasing","27","7","0.385728927882114","2.52181333811645e-38","0.332710280373832","0.218071123570697","increases_with_pseudotime"
"S100A8","1","D2_late_increasing","23","3","0.386542128117021","1.70671982928321e-38","0.541121495327103","0.507476233758391","increases_with_pseudotime"
"FBLN1","1","D2_late_increasing","27","7","0.387214222625333","1.23628042333951e-38","0.749532710280374","1.24354102471443","increases_with_pseudotime"
"TMEM119","1","D2_late_increasing","26","4","0.387493476608443","1.08474042765094e-38","0.357943925233645","0.263981843193645","increases_with_pseudotime"
"MIR99AHG","1","D2_late_increasing","29","3","0.388427561153198","6.90221185124649e-39","0.303738317757009","0.292075858764266","increases_with_pseudotime"
"EHD2","1","D2_late_increasing","27","2","0.391170085318382","1.8049013817892e-39","0.368224299065421","0.25204577024641","increases_with_pseudotime"
"LRRC32","1","D2_late_increasing","24","1","0.391307618683842","1.69606534428155e-39","0.230841121495327","0.134743214739578","increases_with_pseudotime"
"ISG15","1","D2_late_increasing","27","1","0.392636219351194","8.86857981069989e-40","0.270093457943925","0.177531923795925","increases_with_pseudotime"
"CADM1","1","D2_late_increasing","28","2","0.392799383552194","8.22605414761244e-40","0.286915887850467","0.19552851527623","increases_with_pseudotime"
"FAM114A1","1","D2_late_increasing","28","7","0.393334430838918","6.33734989658069e-40","0.342056074766355","0.224747047051671","increases_with_pseudotime"
"PDXK","1","D2_late_increasing","27","7","0.393988615902263","4.5975878387306e-40","0.297196261682243","0.178128975540792","increases_with_pseudotime"
"CTSK","1","D2_late_increasing","28","4","0.394743092657161","3.18944013300359e-40","0.626168224299065","0.890730464189174","increases_with_pseudotime"
"PHPT1","1","D2_late_increasing","27","8","0.397469187671025","8.2219125909989e-41","0.58411214953271","0.634234103521125","increases_with_pseudotime"
"KDELR3","1","D2_late_increasing","27","2","0.397529850763288","8.02447985826873e-41","0.21214953271028","0.115145359629096","increases_with_pseudotime"
"SSC5D","1","D2_late_increasing","27","7","0.397865827598044","6.81155266627878e-41","0.318691588785047","0.232297654194899","increases_with_pseudotime"
"ARHGAP1","1","D2_late_increasing","28","6","0.399059614878967","3.73692309651424e-41","0.290654205607477","0.175850533606265","increases_with_pseudotime"
"HEG1","1","D2_late_increasing","28","5","0.399866186893844","2.52598139381486e-41","0.305607476635514","0.190778923604389","increases_with_pseudotime"
"TNFRSF12A","1","D2_late_increasing","27","1","0.400623642895375","1.72616353930399e-41","0.188785046728972","0.135012390690501","increases_with_pseudotime"
"DPT","1","D2_late_increasing","27","3","0.400947351685895","1.47220446187886e-41","0.454205607476636","0.531997074955003","increases_with_pseudotime"
