"gene","clean_module","dynamic_module","spearman_rho","branch_pattern"
"COL6A3","clean_D2","D2_late_increasing","0.566767195591085","common_increasing"
"RCN3","clean_D2","D2_late_increasing","0.573932951497357","common_increasing"
"POSTN","clean_D2","D2_late_increasing","0.577638083585575","common_increasing"
"ADAM12","clean_D2","D2_late_increasing","0.584476317966083","common_increasing"
"COL6A2","clean_D2","D2_late_increasing","0.585110351365519","common_increasing"
"MDK","clean_D2","D2_late_increasing","0.585896597409465","common_increasing"
"CREB3L1","clean_D2","D2_late_increasing","0.591327359873276","common_increasing"
"CERCAM","clean_D2","D2_late_increasing","0.591483523344817","common_increasing"
"GXYLT2","clean_D2","D2_late_increasing","0.592655038860584","common_increasing"
"SERPINH1","clean_D2","D2_late_increasing","0.596047754702269","common_increasing"
"THY1","clean_D2","D2_late_increasing","0.601476245182023","common_increasing"
"FN1","clean_D2","D2_late_increasing","0.602426163623404","common_increasing"
"SFRP2","clean_D2","D2_late_increasing","0.638255220221948","common_increasing"
"COL5A2","clean_D2","D2_late_increasing","0.671044271418799","common_increasing"
"COL3A1","clean_D2","D2_late_increasing","0.689892955522364","common_increasing"
"COL5A1","clean_D2","D2_late_increasing","0.697339928594652","common_increasing"
"COL1A2","clean_D2","D2_late_increasing","0.704660661143761","common_increasing"
"SPARC","clean_D2","D2_late_increasing","0.70699931541262","common_increasing"
"COL1A1","clean_D2","D2_late_increasing","0.735833368916728","common_increasing"
