"waldStat","df","pvalue","logFC1_2","gene","fdr"
39.9179014787133,1,2.64864574717194e-10,-1.08405428567359,"FGFR1",1.43052461127451e-09
33.526463193899,1,7.03009572777802e-09,0.832850134627955,"CD81",3.18204332941531e-08
47.0479584951712,1,6.9271255398462e-12,1.22166313595985,"EIF1",4.50263160090003e-11
0.0655163027667995,1,0.797980545706499,0.0380396560774017,"ZFP36L2",0.824628959143758
109.929799209334,1,0,1.4110516765186,"RPS24",0
124.022898562232,1,0,1.11459978938598,"RPL7A",0
197.643763122554,1,0,1.60219442042601,"RPS18",0
6.25353107311789,1,0.0123945985012679,0.336450400292366,"HMGB1",0.0207442531802657
20.8691236620397,1,4.9175786113187e-06,0.817747713489472,"HIST1H4C",1.58897482296367e-05
119.538446089785,1,0,1.21464761086837,"RPL35",0
14.7455782746158,1,0.000123035728060383,1.33239025974586,"SNHG8",0.000319150682068465
168.957346861963,1,0,1.63646041419851,"RPS2",0
60.1568649816672,1,8.77076189453874e-15,1.78453648586693,"TMEM258",7.00407985578165e-14
2.15751419709289,1,0.14187404454511,0.412969339223456,"POLDIP2",0.185514832516295
1.43878615313931,1,0.230335868269842,-0.396563335809323,"PLXNA3",0.284547514614015
9.38890643633733,1,0.0021830238423074,1.59650977644227,"MRPS12",0.0043017246751823
6.48488162424225,1,0.0108795783949022,0.845699012979779,"RAB24",0.0184265357847938
3.71537295559167,1,0.0539135789929737,0.281959424717614,"MARVELD1",0.077177184781235
0.204813693075655,1,0.650863109242001,-0.170640298230181,"CMKLR1",0.696330101562255
10.8604145416202,1,0.000982417012779235,1.13657006957715,"PTPMT1",0.00208414083545955
9.83563606989475,1,0.00171163084115367,-0.765376430275564,"RNF11",0.00346040376204304
0.188385113512837,1,0.664264085722578,0.118670185383331,"C6orf1",0.707957338262957
8.42271288118554,1,0.00370562474470648,0.75481482552734,"SSNA1",0.00691265973067276
0.783541368311277,1,0.376060247032728,0.202644178205121,"PSMC4",0.436589154914423
29.4757205512197,1,5.66215946351534e-08,1.29515595299772,"NPC2",2.35221908104519e-07
2.74828390186538,1,0.0973588728105894,0.542599573687305,"SAT2",0.131734202376465
37.0836989964185,1,1.13165810056159e-09,1.90877922204113,"NDUFB11",5.62308336190161e-09
3.25487490219594,1,0.0712113708116888,-0.501504296369213,"DCHS1",0.0990227768252091
2.62073966119106,1,0.105475264531292,0.927816622537659,"HAS2",0.141562239791098
43.48677328891,1,4.26835233824363e-11,2.06250235337113,"NDUFA4",2.56560102911633e-10
4.04150380087809,1,0.0443942458021425,-0.492341640225553,"ACTN1",0.0648363785228418
1.37377869090187,1,0.241163711851689,0.21695623702574,"RAB1B",0.296286845989218
23.6975428941675,1,1.1272636599724e-06,1.20279763046933,"HIGD2A",3.95072342272458e-06
12.517734778995,1,0.00040310731716775,1.69856486262221,"TMEM160",0.000933072423589119
3.23466021701401,1,0.0720952571961152,0.499305056928469,"ILVBL",0.100003098691386
3.14527175967465,1,0.0761473150420948,0.49282531331328,"TMEM9",0.104870840542417
