"gene","dynamic_module","clean_module","expected_sign","scheme","n_repeats","median_rho","expected_direction_fraction","strong_expected_fraction","direction_retained_in_at_least_80pct_repeats"
"METRNL","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.290667553183053,1,0.96,TRUE
"XBP1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.193834229714233,1,0.44,TRUE
"XBP1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.140852002116317,0.87,0.22,TRUE
"FUT11","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.30509092592497,1,0.87,TRUE
"FUT11","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.27840175012786,1,0.98,TRUE
"DNPH1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.271232011479456,1,0.8,TRUE
"DNPH1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.231733439787957,1,0.81,TRUE
"MRPL52","D2_late_increasing","none",1,"all_6_donors_n11",100,0.287913335842062,1,0.85,TRUE
"MRPL52","D2_late_increasing","none",1,"five_donors_n43",100,0.245923355824238,1,0.81,TRUE
"ST3GAL2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.313584480353593,1,0.97,TRUE
"ST3GAL2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.308483633206345,1,0.85,TRUE
"FIBP","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.255629940137937,0.98,0.73,TRUE
"FIBP","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.253432848136574,1,0.91,TRUE
"ETHE1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.189107597321348,0.96,0.46,TRUE
"ETHE1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.238052099873361,1,0.81,TRUE
"TMEM219","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.21499017612629,0.99,0.57,TRUE
"TMEM219","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.262654802009407,1,0.94,TRUE
"CDC42EP5","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.264878473073514,1,0.92,TRUE
"CDC42EP5","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.154532657255132,0.93,0.25,TRUE
"C7orf73","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.263415754948214,1,0.9,TRUE
"C7orf73","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.310596542154965,1,0.9,TRUE
"S100A13","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.3209156454337,1,0.88,TRUE
"S100A13","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.295503580329632,1,1,TRUE
"ZYX","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.275291787931912,0.98,0.79,TRUE
"ZYX","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.246060990285577,1,0.77,TRUE
"PDZRN4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.193535779659648,0.97,0.44,TRUE
"PDZRN4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.228544804665467,1,0.73,TRUE
"MRPL12","D2_late_increasing","none",1,"five_donors_n43",100,0.20772618029924,1,0.58,TRUE
"MRPL12","D2_late_increasing","none",1,"all_6_donors_n11",100,0.220595629694905,0.97,0.6,TRUE
"MAP7D1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.277334738808217,0.98,0.77,TRUE
"MAP7D1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.232046733013076,1,0.79,TRUE
"FHL3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.279404728912177,0.99,0.78,TRUE
"FHL3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.247486165686393,1,0.86,TRUE
"PGLS","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.252659328688788,0.97,0.69,TRUE
"PGLS","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.206519827136588,1,0.54,TRUE
"CAPZB","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.222648979037,1,0.72,TRUE
"CAPZB","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.225143784861415,0.93,0.67,TRUE
"ERI3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.214131360609704,0.99,0.57,TRUE
"ERI3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.244313734291348,1,0.83,TRUE
"PDE4DIP","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.339670734292087,1,0.92,TRUE
"PDE4DIP","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.324735060619799,1,1,TRUE
"GALNT10","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.245794129844135,0.99,0.67,TRUE
"GALNT10","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.219330988199343,1,0.69,TRUE
"B4GALT1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.255863310133968,1,0.79,TRUE
"B4GALT1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.264308056574701,0.99,0.7,TRUE
"NME1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.281574194780924,1,0.94,TRUE
"NME1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.263036751741966,1,0.72,TRUE
"LMF2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.223280414870317,1,0.69,TRUE
"LMF2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.167246936032867,0.97,0.43,TRUE
"DPM2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.227940246016575,0.96,0.59,TRUE
"DPM2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.227361724446161,1,0.71,TRUE
"VTI1B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.288814049951617,1,0.89,TRUE
"VTI1B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.254043749836708,1,0.88,TRUE
"TRAPPC2L","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.273917149156027,1,0.98,TRUE
"TRAPPC2L","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.21149842365073,1,0.56,TRUE
"THBS3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.250380945286308,1,0.92,TRUE
"THBS3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.269209359656528,1,0.74,TRUE
"CNN2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.187596557378444,0.93,0.43,TRUE
"CNN2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.268624666204001,1,0.93,TRUE
"DYNLT1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.251268560167604,0.99,0.72,TRUE
"DYNLT1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.233967948781316,1,0.75,TRUE
"VGLL3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.284532100149442,1,0.96,TRUE
"VGLL3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.245475470746306,1,0.67,TRUE
"TRIOBP","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.223790298200532,1,0.73,TRUE
"TRIOBP","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.281979283869164,0.99,0.79,TRUE
"THBS1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.247778642855265,1,0.79,TRUE
"THBS1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.265417831063757,1,0.95,TRUE
"EPHB3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.304620377084594,0.99,0.82,TRUE
"EPHB3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.285054810533141,1,0.98,TRUE
"POMP","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.280816238336371,1,0.93,TRUE
"POMP","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.341735009612932,1,0.85,TRUE
"MFAP2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.257055973765913,1,0.87,TRUE
"MFAP2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.247258305610826,0.99,0.68,TRUE
"FAM195B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.243690924737369,1,0.8,TRUE
"FAM195B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.30772670772063,1,0.78,TRUE
"C11orf96","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.309948705276979,1,0.85,TRUE
"C11orf96","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.252967221008025,1,0.86,TRUE
"PXDN","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.31527192852339,1,0.99,TRUE
"PXDN","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.334091137508492,1,0.91,TRUE
"COMMD5","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.323029406335383,1,1,TRUE
"COMMD5","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.247257114092945,0.97,0.67,TRUE
"P4HA3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.160765822264791,1,0.2,TRUE
"P4HA3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.159138282613707,0.86,0.38,TRUE
"VOPP1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.260750824830306,1,0.73,TRUE
"VOPP1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.226391160303399,1,0.74,TRUE
"ALDH1L2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.256507865595942,1,0.85,TRUE
"ALDH1L2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.223664772325567,0.95,0.62,TRUE
"TNFSF10","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.255521079552994,1,0.93,TRUE
"TNFSF10","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.284798487222526,1,0.86,TRUE
"HEXA","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.303976622329928,1,0.98,TRUE
"HEXA","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.30832493887137,1,0.88,TRUE
"SEMA3B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.286539774820106,1,0.81,TRUE
"SEMA3B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.253879943011958,1,0.97,TRUE
"UBE2L6","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.260268741557808,1,0.86,TRUE
"UBE2L6","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.216482966422238,0.99,0.59,TRUE
"SURF4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.288651218094253,1,0.98,TRUE
"SURF4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.300277993337343,1,0.78,TRUE
"SPARCL1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.198170260197758,1,0.49,TRUE
"SPARCL1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.189944944742743,0.98,0.45,TRUE
"LASP1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.240482619644671,0.99,0.61,TRUE
"LASP1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.241518772829706,1,0.82,TRUE
"TP53I3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.305872370619973,1,0.83,TRUE
"TP53I3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.266551401341868,1,0.95,TRUE
"SRPRB","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.274539360364565,1,0.93,TRUE
"SRPRB","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.235432493158566,1,0.71,TRUE
"SHISA5","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.268507420382767,1,0.93,TRUE
"SHISA5","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.338283839737361,1,0.85,TRUE
"CTGF","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.280216615163383,1,0.97,TRUE
"CTGF","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.294115634063918,1,0.85,TRUE
"AC024592.12","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.246346186877509,1,0.66,TRUE
"AC024592.12","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.242888569824262,1,0.77,TRUE
"TENM3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.254769965814196,1,0.74,TRUE
"TENM3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.272494101603679,0.96,0.61,TRUE
"TMEM261","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.238177796037944,1,0.74,TRUE
"TMEM261","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.240765143843047,0.97,0.67,TRUE
"JTB","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.262876330128607,1,0.95,TRUE
"JTB","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.169038658411359,0.94,0.41,TRUE
"NSMCE1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.27119649522013,0.99,0.77,TRUE
"NSMCE1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.250466550531841,1,0.89,TRUE
"CCDC28B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.293671876780532,1,0.98,TRUE
"CCDC28B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.314846263689801,1,0.94,TRUE
"GRN","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.279005812793413,1,0.93,TRUE
"GRN","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.265238093613133,0.98,0.82,TRUE
"FLNA","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.279105252512252,1,0.93,TRUE
"FLNA","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.206063670580828,0.97,0.54,TRUE
"COPG1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.216046357707356,0.96,0.57,TRUE
"COPG1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.249722913859595,1,0.81,TRUE
"EIF4E2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.236815788161499,1,0.79,TRUE
"EIF4E2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.204066723883478,0.98,0.52,TRUE
"LAMB2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.335809423337302,1,1,TRUE
"LAMB2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.314281900751713,1,0.87,TRUE
"SHC1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.262375353851196,1,0.85,TRUE
"SHC1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.288795006071794,1,0.79,TRUE
"LUM","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.273458004568398,1,0.74,TRUE
"LUM","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.253011667185888,1,0.88,TRUE
"ISLR","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.266975275632846,0.99,0.71,TRUE
"ISLR","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.199303782078776,1,0.5,TRUE
"MYO1D","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.271538673329731,1,0.9,TRUE
"MYO1D","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.174749866997571,0.94,0.44,TRUE
"NEK6","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.285716735919015,1,0.98,TRUE
"NEK6","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.241507580693494,1,0.68,TRUE
"PGM1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.240027319394898,1,0.66,TRUE
"PGM1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.263793635440235,1,0.94,TRUE
"PFN1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.250870817984527,0.99,0.67,TRUE
"PFN1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.287101986765267,1,0.97,TRUE
"TMEM176B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.311175509710217,1,0.95,TRUE
"TMEM176B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.349869307933813,1,0.93,TRUE
"MLEC","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.243046878622337,1,0.81,TRUE
"MLEC","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.295542229605049,1,0.87,TRUE
"HN1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.212570306653338,0.97,0.56,TRUE
"HN1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.179428609906605,1,0.4,TRUE
"EDIL3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.119324505863648,0.87,0.21,TRUE
"EDIL3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.161624579378706,1,0.27,TRUE
"SNF8","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.277912441815222,1,0.96,TRUE
"SNF8","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.259644861991541,0.97,0.7,TRUE
"MPG","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.166647046642075,1,0.28,TRUE
"MPG","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.163415542177458,0.99,0.37,TRUE
"LINC01116","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.265615197690569,1,0.93,TRUE
"LINC01116","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.232966487918343,0.98,0.66,TRUE
"SWI5","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.271229497881372,0.98,0.76,TRUE
"SWI5","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.255418989931271,1,0.8,TRUE
"NXN","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.140457710946264,0.87,0.3,TRUE
"NXN","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.171722398262707,1,0.3,TRUE
"PTN","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.200237335600302,0.97,0.51,TRUE
"PTN","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.221079237532473,1,0.64,TRUE
"KRT6A","D2_late_increasing","none",1,"five_donors_n43",100,0.276171893172734,1,0.95,TRUE
"KRT6A","D2_late_increasing","none",1,"all_6_donors_n11",100,0.310201264653662,1,0.83,TRUE
"TPM4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.223656866992196,0.98,0.59,TRUE
"TPM4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.238146401122162,1,0.81,TRUE
"FAM89B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.275637396499376,0.98,0.73,TRUE
"FAM89B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.253190485142027,1,0.86,TRUE
"SMCO4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.263718988180272,0.99,0.74,TRUE
"SMCO4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.23099649783219,1,0.81,TRUE
"APBB2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.26933569265248,1,0.92,TRUE
"APBB2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.232311288276595,0.97,0.59,TRUE
"A1BG","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.268010289991737,0.99,0.79,TRUE
"A1BG","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.284659152371757,1,0.96,TRUE
"HES4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.270149153015062,1,0.75,TRUE
"HES4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.229479980720279,1,0.77,TRUE
"SSR4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.304564949044752,1,0.86,TRUE
"SSR4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.275877719809176,1,0.98,TRUE
"VAMP5","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.227205848444986,1,0.68,TRUE
"VAMP5","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.286629812839598,1,0.72,TRUE
"KRT16","D2_late_increasing","none",1,"five_donors_n43",100,0.275645416841378,1,0.98,TRUE
"KRT16","D2_late_increasing","none",1,"all_6_donors_n11",100,0.33091798274239,1,0.9,TRUE
"CTSZ","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.193808536682078,0.95,0.44,TRUE
"CTSZ","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.239620409039037,1,0.86,TRUE
"FIBIN","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.304230639038055,1,0.88,TRUE
"FIBIN","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.279233391603786,1,0.97,TRUE
"DNAJC1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.293625368817436,0.99,0.83,TRUE
"DNAJC1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.2819948777443,1,0.96,TRUE
"ZFHX4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.269121318516172,1,0.9,TRUE
"ZFHX4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.27148770739813,0.99,0.76,TRUE
"NEK10","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.215124195137651,0.96,0.58,TRUE
"NEK10","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.238514562493326,1,0.83,TRUE
"SGCD","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.188050266738533,0.96,0.43,TRUE
"SGCD","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.240866643129998,1,0.74,TRUE
"MSRB3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.269646018387123,1,0.82,TRUE
"MSRB3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.260095164219561,1,0.89,TRUE
"PGAM1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.24160320253263,1,0.9,TRUE
"PGAM1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.249162881582473,0.98,0.7,TRUE
"LRRC59","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.248014224188942,0.98,0.71,TRUE
"LRRC59","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.26104475578607,1,0.87,TRUE
"TAF10","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.293255888718357,1,0.82,TRUE
"TAF10","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.263891270432792,1,0.87,TRUE
"GPAA1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.210611804387158,0.99,0.54,TRUE
"GPAA1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.188432310568066,1,0.47,TRUE
"DBN1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.288055397596421,1,0.96,TRUE
"DBN1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.337450414383754,1,0.92,TRUE
"APOL2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.291989137317528,1,0.98,TRUE
"APOL2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.311966520870647,1,0.88,TRUE
"MAP4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.222308931285818,1,0.63,TRUE
"MAP4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.29411740242157,0.99,0.8,TRUE
"NDUFS8","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.26041008441165,1,0.77,TRUE
"NDUFS8","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.291567322670438,1,0.94,TRUE
"CAMK1D","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.21724731669779,0.95,0.53,TRUE
