"gene","dynamic_module","clean_module","expected_sign","scheme","n_repeats","median_rho","expected_direction_fraction","strong_expected_fraction","direction_retained_in_at_least_80pct_repeats"
"MYO1C","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.235953044611539,1,0.74,TRUE
"MYO1C","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.19987578257318,0.97,0.5,TRUE
"CRELD2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.229409894658558,1,0.62,TRUE
"CRELD2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.258818700177944,1,0.9,TRUE
"CALR","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.227477702768036,1,0.65,TRUE
"CALR","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.211607699009946,1,0.62,TRUE
"C11orf68","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.245500294331631,0.99,0.67,TRUE
"C11orf68","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.230784364720488,1,0.8,TRUE
"B2M","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.260298698464393,1,0.9,TRUE
"B2M","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.25599165066396,0.99,0.69,TRUE
"C19orf24","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.271825881268581,0.98,0.76,TRUE
"C19orf24","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.230887518073449,1,0.76,TRUE
"FAM102A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.285806651523547,1,0.81,TRUE
"FAM102A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.266241958110025,1,0.92,TRUE
"NUTF2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.176823818917742,0.92,0.46,TRUE
"NUTF2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.178652107950135,1,0.33,TRUE
"UROS","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.280488371093171,1,0.96,TRUE
"UROS","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.260133900453308,0.99,0.71,TRUE
"CALM3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.258525140775809,0.99,0.72,TRUE
"CALM3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.225604556788415,1,0.77,TRUE
"PRICKLE1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.188580037430831,0.95,0.48,TRUE
"PRICKLE1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.179442080794477,1,0.38,TRUE
"TXNDC15","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.191012339296623,0.96,0.47,TRUE
"TXNDC15","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.242637815889135,1,0.81,TRUE
"EFEMP1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.258997083860988,1,0.86,TRUE
"EFEMP1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.298548252667253,1,0.85,TRUE
"CCDC124","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.224600331313061,1,0.69,TRUE
"CCDC124","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.263787582542119,1,0.71,TRUE
"NDUFB2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.233369042802415,0.98,0.63,TRUE
"NDUFB2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.220700609536388,1,0.67,TRUE
"GRINA","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.220837593580627,0.99,0.57,TRUE
"GRINA","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.235559289335684,1,0.75,TRUE
"FAM177A1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.224288410749308,1,0.62,TRUE
"FAM177A1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.234082555851332,1,0.75,TRUE
"GIPC1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.168210988594839,1,0.25,TRUE
"GIPC1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.132589558731015,0.91,0.33,TRUE
"ZNF106","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.217772183981412,0.99,0.55,TRUE
"ZNF106","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.238167359011779,1,0.74,TRUE
"SLC12A4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.194335585143972,0.98,0.48,TRUE
"SLC12A4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.21409660481311,1,0.64,TRUE
"SRPX2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.131086965918747,0.91,0.19,TRUE
"SRPX2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.194726412658705,1,0.43,TRUE
"ECHS1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.169865742066588,0.99,0.23,TRUE
"ECHS1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.11375400983772,0.9,0.26,TRUE
"ANXA1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.192960869578732,0.95,0.46,TRUE
"ANXA1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.234512352900624,1,0.77,TRUE
"FAM234A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.257595623286055,0.96,0.66,TRUE
"FAM234A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.246666830659097,1,0.8,TRUE
"TWF2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.203285846334471,0.98,0.51,TRUE
"TWF2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.222665508023407,1,0.65,TRUE
"ITGA5","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.260201620250651,1,0.83,TRUE
"ITGA5","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.233985072016258,0.96,0.65,TRUE
"RARRES3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.234662653109272,1,0.83,TRUE
"RARRES3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.273129740293148,1,0.82,TRUE
"AKR1C3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.285609860934279,1,1,TRUE
"AKR1C3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.200388152051534,1,0.5,TRUE
"TMEM208","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.228069885919482,0.97,0.62,TRUE
"TMEM208","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.2554224920962,1,0.79,TRUE
"BUD31","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.203649456441844,0.96,0.5,TRUE
"BUD31","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.244347991297289,1,0.82,TRUE
"CCDC167","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.118968944716595,1,0.05,TRUE
"CCDC167","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.161821490788852,0.87,0.36,TRUE
"SCARF2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.253926264890621,1,0.88,TRUE
"SCARF2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.188148239437372,0.96,0.45,TRUE
"RNPEPL1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.260698448717414,0.98989898989899,0.686868686868687,TRUE
"RNPEPL1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.222309406072193,1,0.67,TRUE
"OLFM2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.272415934898557,0.99,0.78,TRUE
"OLFM2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.297696083783736,1,0.98,TRUE
"SPINT2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.225325650201548,1,0.72,TRUE
"SPINT2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.26825841896221,1,0.76,TRUE
"BRI3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.252389226896567,1,0.83,TRUE
"BRI3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.244166620920738,0.98,0.73,TRUE
"RP11-196G11.1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.234852022000941,0.97,0.64,TRUE
"RP11-196G11.1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.204811915588033,1,0.55,TRUE
"KCNK6","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.287183245849649,0.97,0.77,TRUE
"KCNK6","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.250484965163053,1,0.83,TRUE
"LRPAP1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.198404093538691,1,0.47,TRUE
"LRPAP1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.207226731292644,0.98,0.54,TRUE
"FBLIM1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.282840663707951,1,0.92,TRUE
"FBLIM1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.259595754308419,1,0.7,TRUE
"ARSA","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.220664435499364,1,0.67,TRUE
"ARSA","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.173330082537447,0.96,0.38,TRUE
"RNASEH2C","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.223230804409164,0.98,0.63,TRUE
"RNASEH2C","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.20970999529639,1,0.56,TRUE
"TXNL4A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.161079454360899,0.9,0.35,TRUE
"TXNL4A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.137350314222962,1,0.1,TRUE
"GTF3C6","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.279900487910553,1,0.72,TRUE
"GTF3C6","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.220956731011885,1,0.67,TRUE
"AKT1S1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.244266605295341,0.97,0.67,TRUE
"AKT1S1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.22065856267597,1,0.65,TRUE
"SH3GL1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.187319560946024,0.95,0.48,TRUE
"SH3GL1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.240716166129271,1,0.81,TRUE
"AP3D1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.168816436872197,0.94,0.36,TRUE
"AP3D1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.203182184027532,1,0.53,TRUE
"QSOX1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.166980410890669,0.98,0.29,TRUE
"QSOX1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.248541376224575,1,0.85,TRUE
"TXLNA","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.275630995636071,1,0.79,TRUE
"TXLNA","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.261616922023117,1,0.89,TRUE
"GPC6","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.250718494177427,0.96,0.67,TRUE
"GPC6","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.199211090366712,1,0.49,TRUE
"LTBP3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.222929655763581,0.99,0.64,TRUE
"LTBP3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.283061488930081,1,0.96,TRUE
"FAM229B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.24763798091807,1,0.65,TRUE
"FAM229B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.214352701805966,1,0.62,TRUE
"C12orf75","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.2575123939124,0.99,0.69,TRUE
"C12orf75","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.216339951383728,1,0.62,TRUE
"SRM","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.229216872751187,1,0.74,TRUE
"SRM","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.254497804657055,0.99,0.69,TRUE
"PPDPF","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.20446258727482,0.97,0.52,TRUE
"PPDPF","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.257714034203721,1,0.9,TRUE
"PRKCDBP","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.270878496719198,1,0.72,TRUE
"PRKCDBP","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.200450057489042,1,0.51,TRUE
"GTF3A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.180929603375243,1,0.44,TRUE
"GTF3A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.227128168090837,1,0.74,TRUE
"JDP2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.206261554403675,1,0.54,TRUE
"JDP2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.288903610857056,1,0.99,TRUE
"RP11-282O18.3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.281924020116563,0.99,0.75,TRUE
"RP11-282O18.3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.212135997080148,1,0.57,TRUE
"TRAPPC1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.23074853401901,0.99,0.6,TRUE
"TRAPPC1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.249380556252232,1,0.87,TRUE
"GSR","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.226998061021437,0.948453608247423,0.608247422680412,TRUE
"GSR","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.214741964980576,1,0.63,TRUE
"PDIA5","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.300493959765293,1,0.85,TRUE
"PDIA5","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.26601828911498,1,0.96,TRUE
"RHOC","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.161936595692728,0.93,0.34,TRUE
"RHOC","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.216960052839082,1,0.59,TRUE
"UROD","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.241993608546785,1,0.64,TRUE
"UROD","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.234028682482767,1,0.77,TRUE
"IMPDH1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.218466947421053,0.92,0.55,TRUE
"IMPDH1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.187509040054312,1,0.36,TRUE
"YIF1B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.177050039208827,0.94,0.39,TRUE
"YIF1B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.233147844641319,1,0.72,TRUE
"MED8","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.213726074104819,1,0.62,TRUE
"MED8","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.252559371569525,0.99,0.67,TRUE
"UQCC2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.239092639168725,1,0.81,TRUE
"UQCC2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.280828787975802,1,0.79,TRUE
"CD276","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.211851411957359,1,0.62,TRUE
"CD276","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.244742480952855,0.99,0.64,TRUE
"GLMP","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.237405646993589,0.98,0.62,TRUE
"GLMP","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.233195476412446,1,0.75,TRUE
"BTN3A2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.260431352466274,1,0.78,TRUE
"BTN3A2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.250904336586358,1,0.9,TRUE
"TANC2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.250049951771891,1,0.81,TRUE
"TANC2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.252895308607576,0.99,0.71,TRUE
"ZNHIT1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.251101425194738,1,0.9,TRUE
"ZNHIT1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.249771564562703,1,0.77,TRUE
"EIF4G1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.301237355699332,1,0.85,TRUE
"EIF4G1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.232217914158137,1,0.75,TRUE
"UQCRQ","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.258593200521615,0.99,0.69,TRUE
"UQCRQ","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.235589855619112,1,0.77,TRUE
"GRIN2D","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.252218340026406,1,0.84,TRUE
"GRIN2D","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.264114298604022,0.97979797979798,0.737373737373737,TRUE
"COPA","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.246906955396936,1,0.84,TRUE
"COPA","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.285395774589181,1,0.74,TRUE
"FMO1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.290469178464821,1,0.84,TRUE
"FMO1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.280712899987221,1,1,TRUE
"CD63","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.33151351451108,1,0.85,TRUE
"CD63","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.258306929588057,1,0.84,TRUE
"ARPC4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.281010439569487,1,0.97,TRUE
"ARPC4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.258342284021642,0.98,0.74,TRUE
"ITGB1BP1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.232964211063193,1,0.77,TRUE
"ITGB1BP1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.254840786459028,1,0.76,TRUE
"NDST1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.226997006478692,1,0.71,TRUE
"NDST1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.171674381954867,0.94,0.39,TRUE
"CHPF2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.332564780688971,1,0.89,TRUE
"CHPF2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.300647702447959,1,0.99,TRUE
"GLT8D2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.227341056374113,0.97,0.63,TRUE
"GLT8D2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.223814904607559,1,0.69,TRUE
"ATP6V0D1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.261422764486054,1,0.74,TRUE
"ATP6V0D1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.271449552236828,1,0.94,TRUE
"SEMA3C","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.257210268773597,1,0.9,TRUE
"SEMA3C","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.273191302042164,0.99,0.75,TRUE
"PLEKHA4","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.259986515275215,1,0.73,TRUE
"PLEKHA4","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.235376925385911,1,0.85,TRUE
"ARPC1A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.241370012207364,0.99,0.63,TRUE
"ARPC1A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.199712801789477,1,0.49,TRUE
"A2M","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.13504083484187,0.95,0.25,TRUE
"A2M","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.113782128065842,1,0.04,TRUE
"CDK2AP1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.167817664215893,1,0.26,TRUE
"CDK2AP1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.246170373605206,0.98,0.62,TRUE
"MINOS1-NBL1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.145955822575945,0.93,0.24,TRUE
"MINOS1-NBL1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.195895888023934,1,0.46,TRUE
"HAPLN3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.261901032705759,0.99,0.7,TRUE
"HAPLN3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.253128628830365,1,0.9,TRUE
"TPM2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.228014022130693,0.97,0.6,TRUE
"TPM2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.276673534647637,1,0.95,TRUE
"ZEB1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.157395322319907,1,0.28,TRUE
"ZEB1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.0831938065310712,0.83,0.14,TRUE
"ERCC1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.272536708035296,1,0.93,TRUE
"ERCC1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.170217567824112,0.97,0.38,TRUE
"MEIS3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.244403292439511,0.99,0.69,TRUE
"MEIS3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.259482492223786,1,0.94,TRUE
"ACTB","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.278045873311649,0.99,0.75,TRUE
"ACTB","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.209669895774121,1,0.57,TRUE
"MYLK","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.263932370743158,0.99,0.8,TRUE
"MYLK","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.249936036964106,1,0.83,TRUE
"CD82","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.21674257721995,1,0.61,TRUE
"CD82","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.24381631546461,1,0.69,TRUE
"PLXNB2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.19049992999188,0.95,0.46,TRUE
"PLXNB2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.239164913192382,1,0.87,TRUE
"PLOD2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.300745354986147,0.98,0.78,TRUE
"PLOD2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.259337539269194,1,0.92,TRUE
"LINC01615","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.284467451744268,1,0.848484848484849,TRUE
"LINC01615","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.273088214256836,1,0.95,TRUE
"MRPL17","D2_late_increasing","none",1,"five_donors_n43",100,0.206663939821701,1,0.54,TRUE
"MRPL17","D2_late_increasing","none",1,"all_6_donors_n11",100,0.178010322572679,0.92,0.42,TRUE
"SLC39A13","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.257078649362699,1,0.75,TRUE
"SLC39A13","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.21696965006339,1,0.69,TRUE
"ARHGAP28","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.281765869715135,0.97,0.75,TRUE
"ARHGAP28","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.290113907724539,1,0.98,TRUE
"RAD51B","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.133662516074337,0.89,0.28,TRUE
"RAD51B","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.164280758026456,1,0.26,TRUE
"CTSC","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.325287038217104,1,1,TRUE
"CTSC","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.377783800493691,1,0.98,TRUE
"NANS","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.224183352897522,1,0.75,TRUE
"NANS","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.239602317688511,0.98,0.62,TRUE
"GAA","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.239059917381113,1,0.86,TRUE
"GAA","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.283734715633606,0.99,0.82,TRUE
"TNFRSF1A","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.284306890824182,0.99,0.81,TRUE
"TNFRSF1A","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.300298647647929,1,0.98,TRUE
"GALNT2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.166333137140962,0.98,0.4,TRUE
"GALNT2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.18989019109909,1,0.44,TRUE
"PLAUR","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.238998635767679,1,0.81,TRUE
"PLAUR","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.210910307995934,0.98,0.51,TRUE
"PAPSS2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.203695005041842,1,0.53,TRUE
"PAPSS2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.247703438158296,0.99,0.67,TRUE
"DAPK3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.207762943576734,0.98,0.52,TRUE
"DAPK3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.226578925922853,1,0.7,TRUE
"GPI","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.318903667304731,1,0.89,TRUE
"GPI","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.275307017276661,1,0.97,TRUE
"AGTRAP","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.252708393150442,1,0.86,TRUE
"AGTRAP","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.262998396696223,1,0.8,TRUE
"HOMER3","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.240940512383183,1,0.82,TRUE
"HOMER3","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.197936675321955,0.95,0.47,TRUE
"NAA10","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.261862167770868,0.99,0.71,TRUE
"NAA10","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.234217056649004,1,0.77,TRUE
"COPZ1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.248561900002441,0.96,0.63,TRUE
"COPZ1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.196589426368402,1,0.47,TRUE
"NRBP1","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.23565728979065,1,0.8,TRUE
"NRBP1","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.215275242998424,0.97,0.52,TRUE
"NPTX2","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.22855769821601,1,0.75,TRUE
"NPTX2","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.144350781492069,0.94,0.25,TRUE
"CXXC5","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.269170317237682,1,0.92,TRUE
"CXXC5","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.257000946737905,0.99,0.64,TRUE
"TMEM147","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.237700355913523,1,0.6,TRUE
"TMEM147","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.192923850987295,1,0.41,TRUE
"CTTN","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.184076188312593,0.96,0.42,TRUE
"CTTN","D2_late_increasing","clean_D2",1,"five_donors_n43",100,0.26512934827127,1,0.88,TRUE
"METRNL","D2_late_increasing","clean_D2",1,"all_6_donors_n11",100,0.312862040984406,1,0.82,TRUE
